"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,4.57800102233887,229,100,0,2,8,0.001
"LSTM",2018-10-08,"chlorophyll-a",0,4.59788990020752,229,100,0,2,8,0.001
"LSTM",2018-10-09,"chlorophyll-a",0,4.57259654998779,229,100,0,2,8,0.001
"LSTM",2018-10-10,"chlorophyll-a",0,4.52193260192871,229,100,0,2,8,0.001
"LSTM",2018-10-11,"chlorophyll-a",0,4.45722723007202,229,100,0,2,8,0.001
"LSTM",2018-10-12,"chlorophyll-a",0,4.49220895767212,229,100,0,2,8,0.001
"LSTM",2018-10-13,"chlorophyll-a",0,4.59021091461182,229,100,0,2,8,0.001
"LSTM",2018-10-14,"chlorophyll-a",0,4.64919710159302,229,100,0,2,8,0.001
"LSTM",2018-10-15,"chlorophyll-a",0,4.67860651016235,229,100,0,2,8,0.001
"LSTM",2018-10-16,"chlorophyll-a",0,4.7697901725769,229,100,0,2,8,0.001
"LSTM",2018-10-17,"chlorophyll-a",0,4.73964357376099,229,100,0,2,8,0.001
"LSTM",2018-10-18,"chlorophyll-a",0,4.82179546356201,229,100,0,2,8,0.001
"LSTM",2018-10-19,"chlorophyll-a",0,4.81146240234375,229,100,0,2,8,0.001
"LSTM",2018-10-20,"chlorophyll-a",0,4.84961652755737,229,100,0,2,8,0.001
"LSTM",2018-10-21,"chlorophyll-a",0,4.83942127227783,229,100,0,2,8,0.001
"LSTM",2018-10-22,"chlorophyll-a",0,4.83353996276855,229,100,0,2,8,0.001
"LSTM",2018-10-23,"chlorophyll-a",0,4.91281938552856,229,100,0,2,8,0.001
"LSTM",2018-10-24,"chlorophyll-a",0,5.01123046875,229,100,0,2,8,0.001
"LSTM",2018-10-25,"chlorophyll-a",0,5.11961126327515,229,100,0,2,8,0.001
"LSTM",2018-10-26,"chlorophyll-a",0,5.25492811203003,229,100,0,2,8,0.001
"LSTM",2018-10-27,"chlorophyll-a",0,5.39225196838379,229,100,0,2,8,0.001
"LSTM",2018-10-28,"chlorophyll-a",0,5.47192764282227,229,100,0,2,8,0.001
"LSTM",2018-10-29,"chlorophyll-a",0,5.54005336761475,229,100,0,2,8,0.001
"LSTM",2018-10-30,"chlorophyll-a",0,5.60392093658447,229,100,0,2,8,0.001
"LSTM",2018-10-31,"chlorophyll-a",0,5.74919128417969,229,100,0,2,8,0.001
"LSTM",2018-11-01,"chlorophyll-a",0,5.76815319061279,229,100,0,2,8,0.001
"LSTM",2018-11-02,"chlorophyll-a",0,5.61887168884277,229,100,0,2,8,0.001
"LSTM",2018-11-03,"chlorophyll-a",0,5.45761871337891,229,100,0,2,8,0.001
"LSTM",2018-11-04,"chlorophyll-a",0,5.49271059036255,229,100,0,2,8,0.001
"LSTM",2018-11-05,"chlorophyll-a",0,5.59242725372314,229,100,0,2,8,0.001
"LSTM",2018-11-06,"chlorophyll-a",0,5.59501075744629,229,100,0,2,8,0.001
"LSTM",2018-11-07,"chlorophyll-a",0,5.54332733154297,229,100,0,2,8,0.001
"LSTM",2018-11-08,"chlorophyll-a",0,5.50329685211182,229,100,0,2,8,0.001
"LSTM",2018-11-09,"chlorophyll-a",0,5.42325305938721,229,100,0,2,8,0.001
"LSTM",2018-11-10,"chlorophyll-a",0,5.39851188659668,229,100,0,2,8,0.001
"LSTM",2018-11-11,"chlorophyll-a",0,5.40887451171875,229,100,0,2,8,0.001
"LSTM",2018-11-12,"chlorophyll-a",0,5.54040813446045,229,100,0,2,8,0.001
"LSTM",2018-11-13,"chlorophyll-a",0,5.7595386505127,229,100,0,2,8,0.001
"LSTM",2018-11-14,"chlorophyll-a",0,5.83135843276978,229,100,0,2,8,0.001
"LSTM",2018-11-15,"chlorophyll-a",0,5.97862958908081,229,100,0,2,8,0.001
"LSTM",2018-11-16,"chlorophyll-a",0,6.18059396743774,229,100,0,2,8,0.001
"LSTM",2018-11-17,"chlorophyll-a",0,6.27823448181152,229,100,0,2,8,0.001
"LSTM",2018-11-18,"chlorophyll-a",0,6.32180404663086,229,100,0,2,8,0.001
"LSTM",2018-11-19,"chlorophyll-a",0,6.47517585754395,229,100,0,2,8,0.001
"LSTM",2018-11-20,"chlorophyll-a",0,6.38239479064941,229,100,0,2,8,0.001
"LSTM",2018-11-21,"chlorophyll-a",0,6.27905082702637,229,100,0,2,8,0.001
"LSTM",2018-11-22,"chlorophyll-a",0,6.21319484710693,229,100,0,2,8,0.001
"LSTM",2018-11-23,"chlorophyll-a",0,6.14743280410767,229,100,0,2,8,0.001
"LSTM",2018-11-24,"chlorophyll-a",0,6.2390251159668,229,100,0,2,8,0.001
"LSTM",2018-11-25,"chlorophyll-a",0,6.32792520523071,229,100,0,2,8,0.001
"LSTM",2018-11-26,"chlorophyll-a",0,6.32404565811157,229,100,0,2,8,0.001
"LSTM",2018-11-27,"chlorophyll-a",0,6.25830364227295,229,100,0,2,8,0.001
"LSTM",2018-11-28,"chlorophyll-a",0,6.31681346893311,229,100,0,2,8,0.001
"LSTM",2018-11-29,"chlorophyll-a",0,6.3559365272522,229,100,0,2,8,0.001
"LSTM",2018-11-30,"chlorophyll-a",0,6.40314388275146,229,100,0,2,8,0.001
"LSTM",2018-12-01,"chlorophyll-a",0,6.58666610717773,229,100,0,2,8,0.001
"LSTM",2018-12-02,"chlorophyll-a",0,6.767014503479,229,100,0,2,8,0.001
"LSTM",2018-12-03,"chlorophyll-a",0,6.89837169647217,229,100,0,2,8,0.001
"LSTM",2018-12-04,"chlorophyll-a",0,6.86637449264526,229,100,0,2,8,0.001
"LSTM",2018-12-05,"chlorophyll-a",0,6.96177768707275,229,100,0,2,8,0.001
"LSTM",2018-12-06,"chlorophyll-a",0,7.13044738769531,229,100,0,2,8,0.001
"LSTM",2018-12-07,"chlorophyll-a",0,7.23047590255737,229,100,0,2,8,0.001
"LSTM",2018-12-08,"chlorophyll-a",0,7.35188579559326,229,100,0,2,8,0.001
"LSTM",2018-12-09,"chlorophyll-a",0,7.54814338684082,229,100,0,2,8,0.001
"LSTM",2018-12-10,"chlorophyll-a",0,7.81520557403564,229,100,0,2,8,0.001
"LSTM",2018-12-11,"chlorophyll-a",0,7.78884696960449,229,100,0,2,8,0.001
"LSTM",2018-12-12,"chlorophyll-a",0,7.76404285430908,229,100,0,2,8,0.001
"LSTM",2018-12-13,"chlorophyll-a",0,7.89751243591309,229,100,0,2,8,0.001
"LSTM",2018-12-14,"chlorophyll-a",0,8.07249927520752,229,100,0,2,8,0.001
"LSTM",2018-12-15,"chlorophyll-a",0,8.3841438293457,229,100,0,2,8,0.001
"LSTM",2018-12-16,"chlorophyll-a",0,8.78390502929688,229,100,0,2,8,0.001
"LSTM",2018-12-17,"chlorophyll-a",0,8.93243312835693,229,100,0,2,8,0.001
"LSTM",2018-12-18,"chlorophyll-a",0,8.82309055328369,229,100,0,2,8,0.001
"LSTM",2018-12-19,"chlorophyll-a",0,8.59698009490967,229,100,0,2,8,0.001
"LSTM",2018-12-20,"chlorophyll-a",0,8.52729988098145,229,100,0,2,8,0.001
"LSTM",2018-12-21,"chlorophyll-a",0,8.63422012329102,229,100,0,2,8,0.001
"LSTM",2018-12-22,"chlorophyll-a",0,8.38985538482666,229,100,0,2,8,0.001
"LSTM",2018-12-23,"chlorophyll-a",0,8.18258380889893,229,100,0,2,8,0.001
"LSTM",2018-12-24,"chlorophyll-a",0,8.0290584564209,229,100,0,2,8,0.001
"LSTM",2018-12-25,"chlorophyll-a",0,7.92848682403564,229,100,0,2,8,0.001
"LSTM",2018-12-26,"chlorophyll-a",0,8.01191520690918,229,100,0,2,8,0.001
"LSTM",2018-12-27,"chlorophyll-a",0,8.09146499633789,229,100,0,2,8,0.001
"LSTM",2018-12-28,"chlorophyll-a",0,8.34470748901367,229,100,0,2,8,0.001
"LSTM",2018-12-29,"chlorophyll-a",0,8.60358238220215,229,100,0,2,8,0.001
"LSTM",2018-12-30,"chlorophyll-a",0,8.50312519073486,229,100,0,2,8,0.001
"LSTM",2018-12-31,"chlorophyll-a",0,8.58258533477783,229,100,0,2,8,0.001
"LSTM",2019-01-01,"chlorophyll-a",0,8.74768733978271,229,100,0,2,8,0.001
"LSTM",2019-01-02,"chlorophyll-a",0,8.91588497161865,229,100,0,2,8,0.001
"LSTM",2019-01-03,"chlorophyll-a",0,8.75228691101074,229,100,0,2,8,0.001
"LSTM",2019-01-04,"chlorophyll-a",0,8.53035449981689,229,100,0,2,8,0.001
"LSTM",2019-01-05,"chlorophyll-a",0,8.48808002471924,229,100,0,2,8,0.001
"LSTM",2019-01-06,"chlorophyll-a",0,8.41374778747559,229,100,0,2,8,0.001
"LSTM",2019-01-07,"chlorophyll-a",0,8.34048652648926,229,100,0,2,8,0.001
"LSTM",2019-01-08,"chlorophyll-a",0,8.2451286315918,229,100,0,2,8,0.001
"LSTM",2019-01-09,"chlorophyll-a",0,8.2480640411377,229,100,0,2,8,0.001
"LSTM",2019-01-10,"chlorophyll-a",0,8.06822395324707,229,100,0,2,8,0.001
"LSTM",2019-01-11,"chlorophyll-a",0,7.81452655792236,229,100,0,2,8,0.001
"LSTM",2019-01-12,"chlorophyll-a",0,7.70558547973633,229,100,0,2,8,0.001
"LSTM",2019-01-13,"chlorophyll-a",0,7.98854541778564,229,100,0,2,8,0.001
"LSTM",2019-01-14,"chlorophyll-a",0,8.31396389007568,229,100,0,2,8,0.001
