"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,7.06607055664062,377,100,5e-04,2,8,0.01
"LSTM",2018-10-08,"chlorophyll-a",0,7.38360738754272,377,100,5e-04,2,8,0.01
"LSTM",2018-10-09,"chlorophyll-a",0,7.6079511642456,377,100,5e-04,2,8,0.01
"LSTM",2018-10-10,"chlorophyll-a",0,7.6109094619751,377,100,5e-04,2,8,0.01
"LSTM",2018-10-11,"chlorophyll-a",0,7.31735229492188,377,100,5e-04,2,8,0.01
"LSTM",2018-10-12,"chlorophyll-a",0,6.21963310241699,377,100,5e-04,2,8,0.01
"LSTM",2018-10-13,"chlorophyll-a",0,5.34965133666992,377,100,5e-04,2,8,0.01
"LSTM",2018-10-14,"chlorophyll-a",0,4.98436498641968,377,100,5e-04,2,8,0.01
"LSTM",2018-10-15,"chlorophyll-a",0,4.83670616149902,377,100,5e-04,2,8,0.01
"LSTM",2018-10-16,"chlorophyll-a",0,4.81731128692627,377,100,5e-04,2,8,0.01
"LSTM",2018-10-17,"chlorophyll-a",0,4.69738721847534,377,100,5e-04,2,8,0.01
"LSTM",2018-10-18,"chlorophyll-a",0,4.73032236099243,377,100,5e-04,2,8,0.01
"LSTM",2018-10-19,"chlorophyll-a",0,4.71536111831665,377,100,5e-04,2,8,0.01
"LSTM",2018-10-20,"chlorophyll-a",0,4.84335613250732,377,100,5e-04,2,8,0.01
"LSTM",2018-10-21,"chlorophyll-a",0,4.96121644973755,377,100,5e-04,2,8,0.01
"LSTM",2018-10-22,"chlorophyll-a",0,4.96162843704224,377,100,5e-04,2,8,0.01
"LSTM",2018-10-23,"chlorophyll-a",0,5.21197938919067,377,100,5e-04,2,8,0.01
"LSTM",2018-10-24,"chlorophyll-a",0,5.44631481170654,377,100,5e-04,2,8,0.01
"LSTM",2018-10-25,"chlorophyll-a",0,5.66656303405762,377,100,5e-04,2,8,0.01
"LSTM",2018-10-26,"chlorophyll-a",0,5.89156723022461,377,100,5e-04,2,8,0.01
"LSTM",2018-10-27,"chlorophyll-a",0,6.06603813171387,377,100,5e-04,2,8,0.01
"LSTM",2018-10-28,"chlorophyll-a",0,6.19974231719971,377,100,5e-04,2,8,0.01
"LSTM",2018-10-29,"chlorophyll-a",0,6.32216739654541,377,100,5e-04,2,8,0.01
"LSTM",2018-10-30,"chlorophyll-a",0,6.4615159034729,377,100,5e-04,2,8,0.01
"LSTM",2018-10-31,"chlorophyll-a",0,6.73254299163818,377,100,5e-04,2,8,0.01
