"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,4.00606346130371,230,200,0,2,8,0.001
"LSTM",2018-10-08,"chlorophyll-a",0,4.0557975769043,230,200,0,2,8,0.001
"LSTM",2018-10-09,"chlorophyll-a",0,4.03987884521484,230,200,0,2,8,0.001
"LSTM",2018-10-10,"chlorophyll-a",0,3.98286962509155,230,200,0,2,8,0.001
"LSTM",2018-10-11,"chlorophyll-a",0,3.9023756980896,230,200,0,2,8,0.001
"LSTM",2018-10-12,"chlorophyll-a",0,4.07791233062744,230,200,0,2,8,0.001
"LSTM",2018-10-13,"chlorophyll-a",0,4.33657217025757,230,200,0,2,8,0.001
"LSTM",2018-10-14,"chlorophyll-a",0,4.40823984146118,230,200,0,2,8,0.001
"LSTM",2018-10-15,"chlorophyll-a",0,4.40455627441406,230,200,0,2,8,0.001
"LSTM",2018-10-16,"chlorophyll-a",0,4.49890422821045,230,200,0,2,8,0.001
"LSTM",2018-10-17,"chlorophyll-a",0,4.47444677352905,230,200,0,2,8,0.001
"LSTM",2018-10-18,"chlorophyll-a",0,4.55859756469727,230,200,0,2,8,0.001
"LSTM",2018-10-19,"chlorophyll-a",0,4.51189279556274,230,200,0,2,8,0.001
"LSTM",2018-10-20,"chlorophyll-a",0,4.49832773208618,230,200,0,2,8,0.001
"LSTM",2018-10-21,"chlorophyll-a",0,4.45605850219727,230,200,0,2,8,0.001
"LSTM",2018-10-22,"chlorophyll-a",0,4.41556453704834,230,200,0,2,8,0.001
"LSTM",2018-10-23,"chlorophyll-a",0,4.44720458984375,230,200,0,2,8,0.001
"LSTM",2018-10-24,"chlorophyll-a",0,4.53208923339844,230,200,0,2,8,0.001
"LSTM",2018-10-25,"chlorophyll-a",0,4.62258005142212,230,200,0,2,8,0.001
"LSTM",2018-10-26,"chlorophyll-a",0,4.71534538269043,230,200,0,2,8,0.001
"LSTM",2018-10-27,"chlorophyll-a",0,4.79572820663452,230,200,0,2,8,0.001
"LSTM",2018-10-28,"chlorophyll-a",0,4.87941551208496,230,200,0,2,8,0.001
"LSTM",2018-10-29,"chlorophyll-a",0,4.95949411392212,230,200,0,2,8,0.001
"LSTM",2018-10-30,"chlorophyll-a",0,5.05711460113525,230,200,0,2,8,0.001
"LSTM",2018-10-31,"chlorophyll-a",0,5.20194482803345,230,200,0,2,8,0.001
"LSTM",2018-11-01,"chlorophyll-a",0,5.25479745864868,230,200,0,2,8,0.001
"LSTM",2018-11-02,"chlorophyll-a",0,5.12962818145752,230,200,0,2,8,0.001
"LSTM",2018-11-03,"chlorophyll-a",0,4.99716997146606,230,200,0,2,8,0.001
"LSTM",2018-11-04,"chlorophyll-a",0,5.03190040588379,230,200,0,2,8,0.001
"LSTM",2018-11-05,"chlorophyll-a",0,5.08330345153809,230,200,0,2,8,0.001
