"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,4.33047342300415,346,200,0.002,2,16,0.002
"LSTM",2018-10-08,"chlorophyll-a",0,4.42216920852661,346,200,0.002,2,16,0.002
"LSTM",2018-10-09,"chlorophyll-a",0,4.5222282409668,346,200,0.002,2,16,0.002
"LSTM",2018-10-10,"chlorophyll-a",0,4.43177604675293,346,200,0.002,2,16,0.002
"LSTM",2018-10-11,"chlorophyll-a",0,4.37798643112183,346,200,0.002,2,16,0.002
"LSTM",2018-10-12,"chlorophyll-a",0,4.29343128204346,346,200,0.002,2,16,0.002
"LSTM",2018-10-13,"chlorophyll-a",0,4.28990364074707,346,200,0.002,2,16,0.002
"LSTM",2018-10-14,"chlorophyll-a",0,4.2039155960083,346,200,0.002,2,16,0.002
"LSTM",2018-10-15,"chlorophyll-a",0,4.17476224899292,346,200,0.002,2,16,0.002
"LSTM",2018-10-16,"chlorophyll-a",0,4.19133138656616,346,200,0.002,2,16,0.002
"LSTM",2018-10-17,"chlorophyll-a",0,4.21447610855103,346,200,0.002,2,16,0.002
"LSTM",2018-10-18,"chlorophyll-a",0,4.22054576873779,346,200,0.002,2,16,0.002
"LSTM",2018-10-19,"chlorophyll-a",0,4.14688634872437,346,200,0.002,2,16,0.002
"LSTM",2018-10-20,"chlorophyll-a",0,4.09137439727783,346,200,0.002,2,16,0.002
"LSTM",2018-10-21,"chlorophyll-a",0,4.16649103164673,346,200,0.002,2,16,0.002
"LSTM",2018-10-22,"chlorophyll-a",0,4.05761861801147,346,200,0.002,2,16,0.002
"LSTM",2018-10-23,"chlorophyll-a",0,4.03543519973755,346,200,0.002,2,16,0.002
"LSTM",2018-10-24,"chlorophyll-a",0,4.05433416366577,346,200,0.002,2,16,0.002
"LSTM",2018-10-25,"chlorophyll-a",0,4.03963327407837,346,200,0.002,2,16,0.002
"LSTM",2018-10-26,"chlorophyll-a",0,4.07448196411133,346,200,0.002,2,16,0.002
"LSTM",2018-10-27,"chlorophyll-a",0,4.20990896224976,346,200,0.002,2,16,0.002
"LSTM",2018-10-28,"chlorophyll-a",0,4.31038856506348,346,200,0.002,2,16,0.002
"LSTM",2018-10-29,"chlorophyll-a",0,4.37309885025024,346,200,0.002,2,16,0.002
"LSTM",2018-10-30,"chlorophyll-a",0,4.36972808837891,346,200,0.002,2,16,0.002
"LSTM",2018-10-31,"chlorophyll-a",0,4.47405576705933,346,200,0.002,2,16,0.002
"LSTM",2018-11-01,"chlorophyll-a",0,4.55025863647461,346,200,0.002,2,16,0.002
"LSTM",2018-11-02,"chlorophyll-a",0,4.59872627258301,346,200,0.002,2,16,0.002
"LSTM",2018-11-03,"chlorophyll-a",0,4.63678646087646,346,200,0.002,2,16,0.002
"LSTM",2018-11-04,"chlorophyll-a",0,4.60284948348999,346,200,0.002,2,16,0.002
"LSTM",2018-11-05,"chlorophyll-a",0,4.51679658889771,346,200,0.002,2,16,0.002
"LSTM",2018-11-06,"chlorophyll-a",0,4.56502532958984,346,200,0.002,2,16,0.002
"LSTM",2018-11-07,"chlorophyll-a",0,4.71815919876099,346,200,0.002,2,16,0.002
"LSTM",2018-11-08,"chlorophyll-a",0,4.71300792694092,346,200,0.002,2,16,0.002
"LSTM",2018-11-09,"chlorophyll-a",0,4.64222049713135,346,200,0.002,2,16,0.002
"LSTM",2018-11-10,"chlorophyll-a",0,4.62302303314209,346,200,0.002,2,16,0.002
"LSTM",2018-11-11,"chlorophyll-a",0,4.48849153518677,346,200,0.002,2,16,0.002
"LSTM",2018-11-12,"chlorophyll-a",0,4.38460922241211,346,200,0.002,2,16,0.002
"LSTM",2018-11-13,"chlorophyll-a",0,4.48371028900146,346,200,0.002,2,16,0.002
"LSTM",2018-11-14,"chlorophyll-a",0,4.61972427368164,346,200,0.002,2,16,0.002
"LSTM",2018-11-15,"chlorophyll-a",0,4.7282567024231,346,200,0.002,2,16,0.002
"LSTM",2018-11-16,"chlorophyll-a",0,4.82540655136108,346,200,0.002,2,16,0.002
"LSTM",2018-11-17,"chlorophyll-a",0,4.93870687484741,346,200,0.002,2,16,0.002
"LSTM",2018-11-18,"chlorophyll-a",0,4.98582601547241,346,200,0.002,2,16,0.002
"LSTM",2018-11-19,"chlorophyll-a",0,5.18238544464111,346,200,0.002,2,16,0.002
"LSTM",2018-11-20,"chlorophyll-a",0,5.27519559860229,346,200,0.002,2,16,0.002
"LSTM",2018-11-21,"chlorophyll-a",0,5.3192777633667,346,200,0.002,2,16,0.002
"LSTM",2018-11-22,"chlorophyll-a",0,5.34609222412109,346,200,0.002,2,16,0.002
"LSTM",2018-11-23,"chlorophyll-a",0,5.41435718536377,346,200,0.002,2,16,0.002
