"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,5.15249681472778,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-08,"chlorophyll-a",0,5.19778490066528,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-09,"chlorophyll-a",0,5.18037271499634,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-10,"chlorophyll-a",0,5.12947607040405,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-11,"chlorophyll-a",0,5.06799221038818,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-12,"chlorophyll-a",0,5.03877830505371,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-13,"chlorophyll-a",0,5.11237192153931,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-14,"chlorophyll-a",0,5.13806056976318,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-15,"chlorophyll-a",0,5.13700675964355,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-16,"chlorophyll-a",0,5.20840835571289,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-17,"chlorophyll-a",0,5.1604437828064,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-18,"chlorophyll-a",0,5.22241735458374,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-19,"chlorophyll-a",0,5.21696853637695,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-20,"chlorophyll-a",0,5.24963188171387,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-21,"chlorophyll-a",0,5.2324538230896,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-22,"chlorophyll-a",0,5.24421453475952,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-23,"chlorophyll-a",0,5.30521106719971,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-24,"chlorophyll-a",0,5.37332582473755,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-25,"chlorophyll-a",0,5.45589065551758,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-26,"chlorophyll-a",0,5.55494356155396,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-27,"chlorophyll-a",0,5.60172462463379,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-28,"chlorophyll-a",0,5.62924480438232,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-29,"chlorophyll-a",0,5.66057205200195,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-30,"chlorophyll-a",0,5.71290826797485,87,100,1e-04,2,8,1e-04
"LSTM",2018-10-31,"chlorophyll-a",0,5.82121324539185,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-01,"chlorophyll-a",0,5.8382682800293,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-02,"chlorophyll-a",0,5.73419761657715,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-03,"chlorophyll-a",0,5.61519718170166,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-04,"chlorophyll-a",0,5.65169143676758,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-05,"chlorophyll-a",0,5.7250919342041,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-06,"chlorophyll-a",0,5.69958305358887,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-07,"chlorophyll-a",0,5.62841701507568,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-08,"chlorophyll-a",0,5.61416530609131,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-09,"chlorophyll-a",0,5.57418251037598,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-10,"chlorophyll-a",0,5.52370738983154,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-11,"chlorophyll-a",0,5.53353691101074,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-12,"chlorophyll-a",0,5.64700984954834,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-13,"chlorophyll-a",0,5.778076171875,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-14,"chlorophyll-a",0,5.84080934524536,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-15,"chlorophyll-a",0,5.98042392730713,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-16,"chlorophyll-a",0,6.0934886932373,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-17,"chlorophyll-a",0,6.10378503799438,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-18,"chlorophyll-a",0,6.07994508743286,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-19,"chlorophyll-a",0,6.10605478286743,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-20,"chlorophyll-a",0,5.99377346038818,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-21,"chlorophyll-a",0,5.89194107055664,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-22,"chlorophyll-a",0,5.84364891052246,87,100,1e-04,2,8,1e-04
"LSTM",2018-11-23,"chlorophyll-a",0,5.82278966903687,87,100,1e-04,2,8,1e-04
