"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,5.35015344619751,180,200,0.01,3,8,5e-04
"LSTM",2018-10-08,"chlorophyll-a",0,5.41940593719482,180,200,0.01,3,8,5e-04
"LSTM",2018-10-09,"chlorophyll-a",0,5.56242179870605,180,200,0.01,3,8,5e-04
"LSTM",2018-10-10,"chlorophyll-a",0,5.95091485977173,180,200,0.01,3,8,5e-04
"LSTM",2018-10-11,"chlorophyll-a",0,5.392005443573,180,200,0.01,3,8,5e-04
"LSTM",2018-10-12,"chlorophyll-a",0,5.18587589263916,180,200,0.01,3,8,5e-04
"LSTM",2018-10-13,"chlorophyll-a",0,5.05580425262451,180,200,0.01,3,8,5e-04
"LSTM",2018-10-14,"chlorophyll-a",0,4.86849594116211,180,200,0.01,3,8,5e-04
"LSTM",2018-10-15,"chlorophyll-a",0,4.53715848922729,180,200,0.01,3,8,5e-04
"LSTM",2018-10-16,"chlorophyll-a",0,4.39720058441162,180,200,0.01,3,8,5e-04
"LSTM",2018-10-17,"chlorophyll-a",0,4.31988477706909,180,200,0.01,3,8,5e-04
"LSTM",2018-10-18,"chlorophyll-a",0,4.30063772201538,180,200,0.01,3,8,5e-04
"LSTM",2018-10-19,"chlorophyll-a",0,4.31737375259399,180,200,0.01,3,8,5e-04
"LSTM",2018-10-20,"chlorophyll-a",0,4.57752323150635,180,200,0.01,3,8,5e-04
"LSTM",2018-10-21,"chlorophyll-a",0,4.42147922515869,180,200,0.01,3,8,5e-04
"LSTM",2018-10-22,"chlorophyll-a",0,4.66012096405029,180,200,0.01,3,8,5e-04
"LSTM",2018-10-23,"chlorophyll-a",0,4.59765529632568,180,200,0.01,3,8,5e-04
"LSTM",2018-10-24,"chlorophyll-a",0,4.63203811645508,180,200,0.01,3,8,5e-04
"LSTM",2018-10-25,"chlorophyll-a",0,4.69926595687866,180,200,0.01,3,8,5e-04
"LSTM",2018-10-26,"chlorophyll-a",0,4.83695602416992,180,200,0.01,3,8,5e-04
"LSTM",2018-10-27,"chlorophyll-a",0,4.72019004821777,180,200,0.01,3,8,5e-04
"LSTM",2018-10-28,"chlorophyll-a",0,4.63906526565552,180,200,0.01,3,8,5e-04
"LSTM",2018-10-29,"chlorophyll-a",0,4.76402282714844,180,200,0.01,3,8,5e-04
"LSTM",2018-10-30,"chlorophyll-a",0,4.79092979431152,180,200,0.01,3,8,5e-04
"LSTM",2018-10-31,"chlorophyll-a",0,4.98554086685181,180,200,0.01,3,8,5e-04
"LSTM",2018-11-01,"chlorophyll-a",0,4.99157810211182,180,200,0.01,3,8,5e-04
"LSTM",2018-11-02,"chlorophyll-a",0,4.93941593170166,180,200,0.01,3,8,5e-04
"LSTM",2018-11-03,"chlorophyll-a",0,5.03417158126831,180,200,0.01,3,8,5e-04
"LSTM",2018-11-04,"chlorophyll-a",0,4.78664875030518,180,200,0.01,3,8,5e-04
"LSTM",2018-11-05,"chlorophyll-a",0,4.74519681930542,180,200,0.01,3,8,5e-04
"LSTM",2018-11-06,"chlorophyll-a",0,4.88341951370239,180,200,0.01,3,8,5e-04
"LSTM",2018-11-07,"chlorophyll-a",0,4.81445407867432,180,200,0.01,3,8,5e-04
"LSTM",2018-11-08,"chlorophyll-a",0,4.83553647994995,180,200,0.01,3,8,5e-04
"LSTM",2018-11-09,"chlorophyll-a",0,4.67928695678711,180,200,0.01,3,8,5e-04
"LSTM",2018-11-10,"chlorophyll-a",0,4.68791723251343,180,200,0.01,3,8,5e-04
"LSTM",2018-11-11,"chlorophyll-a",0,4.68261289596558,180,200,0.01,3,8,5e-04
"LSTM",2018-11-12,"chlorophyll-a",0,4.7078104019165,180,200,0.01,3,8,5e-04
"LSTM",2018-11-13,"chlorophyll-a",0,4.81378316879272,180,200,0.01,3,8,5e-04
"LSTM",2018-11-14,"chlorophyll-a",0,5.20632696151733,180,200,0.01,3,8,5e-04
"LSTM",2018-11-15,"chlorophyll-a",0,5.01397562026978,180,200,0.01,3,8,5e-04
"LSTM",2018-11-16,"chlorophyll-a",0,5.28123760223389,180,200,0.01,3,8,5e-04
"LSTM",2018-11-17,"chlorophyll-a",0,5.18594837188721,180,200,0.01,3,8,5e-04
"LSTM",2018-11-18,"chlorophyll-a",0,5.78089094161987,180,200,0.01,3,8,5e-04
"LSTM",2018-11-19,"chlorophyll-a",0,5.55504941940308,180,200,0.01,3,8,5e-04
"LSTM",2018-11-20,"chlorophyll-a",0,5.71663761138916,180,200,0.01,3,8,5e-04
"LSTM",2018-11-21,"chlorophyll-a",0,6.53009843826294,180,200,0.01,3,8,5e-04
"LSTM",2018-11-22,"chlorophyll-a",0,6.31503915786743,180,200,0.01,3,8,5e-04
"LSTM",2018-11-23,"chlorophyll-a",0,6.54691505432129,180,200,0.01,3,8,5e-04
"LSTM",2018-11-24,"chlorophyll-a",0,6.82608222961426,180,200,0.01,3,8,5e-04
"LSTM",2018-11-25,"chlorophyll-a",0,6.85802841186523,180,200,0.01,3,8,5e-04
