"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,4.02004861831665,331,100,0.001,1,16,0.002
"LSTM",2018-10-08,"chlorophyll-a",0,4.00852870941162,331,100,0.001,1,16,0.002
"LSTM",2018-10-09,"chlorophyll-a",0,3.9712061882019,331,100,0.001,1,16,0.002
"LSTM",2018-10-10,"chlorophyll-a",0,3.87882566452026,331,100,0.001,1,16,0.002
"LSTM",2018-10-11,"chlorophyll-a",0,3.77543115615845,331,100,0.001,1,16,0.002
"LSTM",2018-10-12,"chlorophyll-a",0,3.88784122467041,331,100,0.001,1,16,0.002
"LSTM",2018-10-13,"chlorophyll-a",0,4.58860063552856,331,100,0.001,1,16,0.002
"LSTM",2018-10-14,"chlorophyll-a",0,4.63116884231567,331,100,0.001,1,16,0.002
"LSTM",2018-10-15,"chlorophyll-a",0,4.21267366409302,331,100,0.001,1,16,0.002
"LSTM",2018-10-16,"chlorophyll-a",0,3.88745927810669,331,100,0.001,1,16,0.002
"LSTM",2018-10-17,"chlorophyll-a",0,4.21664381027222,331,100,0.001,1,16,0.002
"LSTM",2018-10-18,"chlorophyll-a",0,4.26563549041748,331,100,0.001,1,16,0.002
"LSTM",2018-10-19,"chlorophyll-a",0,4.73967027664185,331,100,0.001,1,16,0.002
"LSTM",2018-10-20,"chlorophyll-a",0,4.72293615341187,331,100,0.001,1,16,0.002
"LSTM",2018-10-21,"chlorophyll-a",0,4.63168096542358,331,100,0.001,1,16,0.002
"LSTM",2018-10-22,"chlorophyll-a",0,4.89100027084351,331,100,0.001,1,16,0.002
"LSTM",2018-10-23,"chlorophyll-a",0,4.78707790374756,331,100,0.001,1,16,0.002
"LSTM",2018-10-24,"chlorophyll-a",0,5.17121076583862,331,100,0.001,1,16,0.002
"LSTM",2018-10-25,"chlorophyll-a",0,5.2404727935791,331,100,0.001,1,16,0.002
"LSTM",2018-10-26,"chlorophyll-a",0,5.01470232009888,331,100,0.001,1,16,0.002
