"model_id","datetime","variable","horizon","prediction","param_set","epochs","dropout","num_layers","hidden_feature_size","weight_decay"
"LSTM",2018-10-07,"chlorophyll-a",0,4.4768648147583,133,100,0,3,16,1e-04
"LSTM",2018-10-08,"chlorophyll-a",0,4.50812101364136,133,100,0,3,16,1e-04
"LSTM",2018-10-09,"chlorophyll-a",0,4.51882171630859,133,100,0,3,16,1e-04
"LSTM",2018-10-10,"chlorophyll-a",0,4.51177215576172,133,100,0,3,16,1e-04
"LSTM",2018-10-11,"chlorophyll-a",0,4.48456573486328,133,100,0,3,16,1e-04
"LSTM",2018-10-12,"chlorophyll-a",0,4.46069955825806,133,100,0,3,16,1e-04
"LSTM",2018-10-13,"chlorophyll-a",0,4.43326234817505,133,100,0,3,16,1e-04
"LSTM",2018-10-14,"chlorophyll-a",0,4.44797420501709,133,100,0,3,16,1e-04
"LSTM",2018-10-15,"chlorophyll-a",0,4.50368118286133,133,100,0,3,16,1e-04
"LSTM",2018-10-16,"chlorophyll-a",0,4.59120082855225,133,100,0,3,16,1e-04
"LSTM",2018-10-17,"chlorophyll-a",0,4.6233959197998,133,100,0,3,16,1e-04
"LSTM",2018-10-18,"chlorophyll-a",0,4.69207620620728,133,100,0,3,16,1e-04
"LSTM",2018-10-19,"chlorophyll-a",0,4.6864800453186,133,100,0,3,16,1e-04
"LSTM",2018-10-20,"chlorophyll-a",0,4.69707012176514,133,100,0,3,16,1e-04
"LSTM",2018-10-21,"chlorophyll-a",0,4.69348239898682,133,100,0,3,16,1e-04
"LSTM",2018-10-22,"chlorophyll-a",0,4.6434268951416,133,100,0,3,16,1e-04
"LSTM",2018-10-23,"chlorophyll-a",0,4.63441276550293,133,100,0,3,16,1e-04
"LSTM",2018-10-24,"chlorophyll-a",0,4.63912439346313,133,100,0,3,16,1e-04
"LSTM",2018-10-25,"chlorophyll-a",0,4.63758087158203,133,100,0,3,16,1e-04
"LSTM",2018-10-26,"chlorophyll-a",0,4.64797973632812,133,100,0,3,16,1e-04
"LSTM",2018-10-27,"chlorophyll-a",0,4.67498207092285,133,100,0,3,16,1e-04
"LSTM",2018-10-28,"chlorophyll-a",0,4.70417213439941,133,100,0,3,16,1e-04
"LSTM",2018-10-29,"chlorophyll-a",0,4.72762966156006,133,100,0,3,16,1e-04
"LSTM",2018-10-30,"chlorophyll-a",0,4.76518297195435,133,100,0,3,16,1e-04
"LSTM",2018-10-31,"chlorophyll-a",0,4.79452133178711,133,100,0,3,16,1e-04
"LSTM",2018-11-01,"chlorophyll-a",0,4.79173421859741,133,100,0,3,16,1e-04
"LSTM",2018-11-02,"chlorophyll-a",0,4.76480388641357,133,100,0,3,16,1e-04
"LSTM",2018-11-03,"chlorophyll-a",0,4.75073957443237,133,100,0,3,16,1e-04
"LSTM",2018-11-04,"chlorophyll-a",0,4.7660231590271,133,100,0,3,16,1e-04
"LSTM",2018-11-05,"chlorophyll-a",0,4.75097417831421,133,100,0,3,16,1e-04
"LSTM",2018-11-06,"chlorophyll-a",0,4.7396764755249,133,100,0,3,16,1e-04
"LSTM",2018-11-07,"chlorophyll-a",0,4.74234437942505,133,100,0,3,16,1e-04
"LSTM",2018-11-08,"chlorophyll-a",0,4.72708129882812,133,100,0,3,16,1e-04
"LSTM",2018-11-09,"chlorophyll-a",0,4.705397605896,133,100,0,3,16,1e-04
"LSTM",2018-11-10,"chlorophyll-a",0,4.68831300735474,133,100,0,3,16,1e-04
"LSTM",2018-11-11,"chlorophyll-a",0,4.68595504760742,133,100,0,3,16,1e-04
"LSTM",2018-11-12,"chlorophyll-a",0,4.69953727722168,133,100,0,3,16,1e-04
"LSTM",2018-11-13,"chlorophyll-a",0,4.7623872756958,133,100,0,3,16,1e-04
"LSTM",2018-11-14,"chlorophyll-a",0,4.81478929519653,133,100,0,3,16,1e-04
"LSTM",2018-11-15,"chlorophyll-a",0,4.89300584793091,133,100,0,3,16,1e-04
"LSTM",2018-11-16,"chlorophyll-a",0,4.98285436630249,133,100,0,3,16,1e-04
"LSTM",2018-11-17,"chlorophyll-a",0,5.09748697280884,133,100,0,3,16,1e-04
"LSTM",2018-11-18,"chlorophyll-a",0,5.21658849716187,133,100,0,3,16,1e-04
"LSTM",2018-11-19,"chlorophyll-a",0,5.37052059173584,133,100,0,3,16,1e-04
"LSTM",2018-11-20,"chlorophyll-a",0,5.4573974609375,133,100,0,3,16,1e-04
"LSTM",2018-11-21,"chlorophyll-a",0,5.52487993240356,133,100,0,3,16,1e-04
"LSTM",2018-11-22,"chlorophyll-a",0,5.57857418060303,133,100,0,3,16,1e-04
"LSTM",2018-11-23,"chlorophyll-a",0,5.63693952560425,133,100,0,3,16,1e-04
"LSTM",2018-11-24,"chlorophyll-a",0,5.71599864959717,133,100,0,3,16,1e-04
"LSTM",2018-11-25,"chlorophyll-a",0,5.81292915344238,133,100,0,3,16,1e-04
"LSTM",2018-11-26,"chlorophyll-a",0,5.897385597229,133,100,0,3,16,1e-04
"LSTM",2018-11-27,"chlorophyll-a",0,5.96588373184204,133,100,0,3,16,1e-04
"LSTM",2018-11-28,"chlorophyll-a",0,6.07041454315186,133,100,0,3,16,1e-04
"LSTM",2018-11-29,"chlorophyll-a",0,6.24713134765625,133,100,0,3,16,1e-04
"LSTM",2018-11-30,"chlorophyll-a",0,6.39708518981934,133,100,0,3,16,1e-04
"LSTM",2018-12-01,"chlorophyll-a",0,6.53417873382568,133,100,0,3,16,1e-04
"LSTM",2018-12-02,"chlorophyll-a",0,6.66099262237549,133,100,0,3,16,1e-04
"LSTM",2018-12-03,"chlorophyll-a",0,6.76424980163574,133,100,0,3,16,1e-04
"LSTM",2018-12-04,"chlorophyll-a",0,6.7910475730896,133,100,0,3,16,1e-04
