"project_id","site_id","datetime","duration","depth_m","variable","observation"
"vera4cast","fcre",2018-10-15 18:48:32,"P1D",1.5,"MixedAlgae_ugL_sample",0.5
"vera4cast","fcre",2018-10-19 20:26:57,"P1D",1.5,"GreenAlgae_ugL_sample",5.3
"vera4cast","fcre",2018-10-19 20:26:57,"P1D",1.5,"Bluegreens_ugL_sample",0.7
"vera4cast","fcre",2018-10-19 20:26:57,"P1D",1.5,"BrownAlgae_ugL_sample",3.12
"vera4cast","fcre",2018-10-19 20:26:57,"P1D",1.5,"MixedAlgae_ugL_sample",1.75
"vera4cast","fcre",2018-10-22 16:46:24,"P1D",1.5,"GreenAlgae_ugL_sample",4.33
"vera4cast","fcre",2018-10-22 16:46:24,"P1D",1.5,"Bluegreens_ugL_sample",0.72
"vera4cast","fcre",2018-10-22 16:46:24,"P1D",1.5,"BrownAlgae_ugL_sample",2.54
"vera4cast","fcre",2018-10-22 16:46:24,"P1D",1.5,"MixedAlgae_ugL_sample",1.88
"vera4cast","fcre",2018-10-29 16:35:20,"P1D",1.5,"GreenAlgae_ugL_sample",3.04
"vera4cast","fcre",2018-10-29 16:35:20,"P1D",1.5,"Bluegreens_ugL_sample",0.95
"vera4cast","fcre",2018-10-29 16:35:20,"P1D",1.5,"BrownAlgae_ugL_sample",1.48
"vera4cast","fcre",2018-10-29 16:35:20,"P1D",1.5,"MixedAlgae_ugL_sample",1.04
"vera4cast","fcre",2018-11-02 20:14:31,"P1D",1.5,"GreenAlgae_ugL_sample",2.52
"vera4cast","fcre",2018-11-02 20:14:31,"P1D",1.5,"Bluegreens_ugL_sample",0.68
"vera4cast","fcre",2018-11-02 20:14:31,"P1D",1.5,"BrownAlgae_ugL_sample",1.39
"vera4cast","fcre",2018-11-02 20:14:31,"P1D",1.5,"MixedAlgae_ugL_sample",0.55
"vera4cast","fcre",2018-11-13 19:32:28,"P1D",1.5,"GreenAlgae_ugL_sample",2.43
"vera4cast","fcre",2018-11-13 19:32:28,"P1D",1.5,"Bluegreens_ugL_sample",0.47
"vera4cast","fcre",2018-11-13 19:32:28,"P1D",1.5,"BrownAlgae_ugL_sample",0.31
"vera4cast","fcre",2018-11-13 19:32:28,"P1D",1.5,"MixedAlgae_ugL_sample",1.31
"vera4cast","fcre",2018-11-19 16:56:45,"P1D",1.5,"GreenAlgae_ugL_sample",3.03
"vera4cast","fcre",2018-11-19 16:56:45,"P1D",1.5,"Bluegreens_ugL_sample",0.3
"vera4cast","fcre",2018-11-19 16:56:45,"P1D",1.5,"BrownAlgae_ugL_sample",1.02
"vera4cast","fcre",2018-11-19 16:56:45,"P1D",1.5,"MixedAlgae_ugL_sample",1
"vera4cast","fcre",2018-12-06 16:33:37,"P1D",1.5,"GreenAlgae_ugL_sample",6.48
"vera4cast","fcre",2018-12-06 16:33:37,"P1D",1.5,"Bluegreens_ugL_sample",0.42
"vera4cast","fcre",2018-12-06 16:33:37,"P1D",1.5,"BrownAlgae_ugL_sample",2.88
"vera4cast","fcre",2018-12-06 16:33:37,"P1D",1.5,"MixedAlgae_ugL_sample",1.71
"vera4cast","fcre",2018-12-17 16:20:37,"P1D",1.5,"GreenAlgae_ugL_sample",4.74
"vera4cast","fcre",2018-12-17 16:20:37,"P1D",1.5,"Bluegreens_ugL_sample",0.37
"vera4cast","fcre",2018-12-17 16:20:37,"P1D",1.5,"BrownAlgae_ugL_sample",3.13
"vera4cast","fcre",2018-12-17 16:20:37,"P1D",1.5,"MixedAlgae_ugL_sample",1.38
"vera4cast","fcre",2019-02-08 17:22:30,"P1D",1.5,"GreenAlgae_ugL_sample",3.46
"vera4cast","fcre",2019-02-08 17:22:30,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-02-08 17:22:30,"P1D",1.5,"BrownAlgae_ugL_sample",2.98
"vera4cast","fcre",2019-02-08 17:22:30,"P1D",1.5,"MixedAlgae_ugL_sample",0.49
"vera4cast","fcre",2019-02-27 16:12:33,"P1D",1.5,"GreenAlgae_ugL_sample",4.15
"vera4cast","fcre",2019-02-27 16:12:33,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-02-27 16:12:33,"P1D",1.5,"BrownAlgae_ugL_sample",3.23
"vera4cast","fcre",2019-02-27 16:12:33,"P1D",1.5,"MixedAlgae_ugL_sample",0.48
"vera4cast","fcre",2019-03-18 15:51:25,"P1D",1.5,"GreenAlgae_ugL_sample",3
"vera4cast","fcre",2019-03-18 15:51:25,"P1D",1.5,"Bluegreens_ugL_sample",0.15
"vera4cast","fcre",2019-03-18 15:51:25,"P1D",1.5,"BrownAlgae_ugL_sample",1.65
"vera4cast","fcre",2019-03-18 15:51:25,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-04-01 14:03:50,"P1D",1.5,"GreenAlgae_ugL_sample",5.9
"vera4cast","fcre",2019-04-01 14:03:50,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-04-01 14:03:50,"P1D",1.5,"BrownAlgae_ugL_sample",0
"vera4cast","fcre",2019-04-01 14:03:50,"P1D",1.5,"MixedAlgae_ugL_sample",0.14
"vera4cast","fcre",2019-04-15 14:53:01,"P1D",1.5,"GreenAlgae_ugL_sample",8.12
"vera4cast","fcre",2019-04-15 14:53:01,"P1D",1.5,"Bluegreens_ugL_sample",0.02
"vera4cast","fcre",2019-04-15 14:53:01,"P1D",1.5,"BrownAlgae_ugL_sample",3.22
"vera4cast","fcre",2019-04-15 14:53:01,"P1D",1.5,"MixedAlgae_ugL_sample",0.13
"vera4cast","fcre",2019-04-22 14:10:09,"P1D",1.5,"GreenAlgae_ugL_sample",8.39
"vera4cast","fcre",2019-04-22 14:10:09,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-04-22 14:10:09,"P1D",1.5,"BrownAlgae_ugL_sample",1.37
"vera4cast","fcre",2019-04-22 14:10:09,"P1D",1.5,"MixedAlgae_ugL_sample",0.37
"vera4cast","fcre",2019-04-29 13:14:08,"P1D",1.5,"GreenAlgae_ugL_sample",2.28
"vera4cast","fcre",2019-04-29 13:14:08,"P1D",1.5,"Bluegreens_ugL_sample",0.07
"vera4cast","fcre",2019-04-29 13:14:08,"P1D",1.5,"BrownAlgae_ugL_sample",1.1
"vera4cast","fcre",2019-04-29 13:14:08,"P1D",1.5,"MixedAlgae_ugL_sample",0.64
"vera4cast","fcre",2019-05-06 14:14:47,"P1D",1.5,"GreenAlgae_ugL_sample",4.5
"vera4cast","fcre",2019-05-06 14:14:47,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-05-06 14:14:47,"P1D",1.5,"BrownAlgae_ugL_sample",1.17
"vera4cast","fcre",2019-05-06 14:14:47,"P1D",1.5,"MixedAlgae_ugL_sample",0.1
"vera4cast","fcre",2019-05-13 15:52:41,"P1D",1.5,"GreenAlgae_ugL_sample",6.66
"vera4cast","fcre",2019-05-13 15:52:41,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-05-13 15:52:41,"P1D",1.5,"BrownAlgae_ugL_sample",4.14
"vera4cast","fcre",2019-05-13 15:52:41,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-05-16 18:48:22,"P1D",1.5,"GreenAlgae_ugL_sample",1.64
"vera4cast","fcre",2019-05-16 18:48:22,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-05-16 18:48:22,"P1D",1.5,"BrownAlgae_ugL_sample",2.74
