"model_id","datetime","variable","prediction"
"TSLM",2019-11-01,"chlorophyll-a",10.6294503255189
"TSLM",2019-11-02,"chlorophyll-a",10.8663755235683
"TSLM",2019-11-03,"chlorophyll-a",10.9432138177272
"TSLM",2019-11-04,"chlorophyll-a",11.0708135965542
"TSLM",2019-11-05,"chlorophyll-a",10.9902034216204
"TSLM",2019-11-06,"chlorophyll-a",10.9626289050076
"TSLM",2019-11-07,"chlorophyll-a",10.9253176201307
"TSLM",2019-11-08,"chlorophyll-a",11.2127586971045
"TSLM",2019-11-09,"chlorophyll-a",11.3767829237786
"TSLM",2019-11-10,"chlorophyll-a",11.237955143676
"TSLM",2019-11-11,"chlorophyll-a",11.0686344652794
"TSLM",2019-11-12,"chlorophyll-a",11.3727965051384
"TSLM",2019-11-13,"chlorophyll-a",11.7914332812268
"TSLM",2019-11-14,"chlorophyll-a",11.7113583277008
"TSLM",2019-11-15,"chlorophyll-a",11.6203615914876
"TSLM",2019-11-16,"chlorophyll-a",11.7272503214785
"TSLM",2019-11-17,"chlorophyll-a",11.8347169464118
"TSLM",2019-11-18,"chlorophyll-a",11.6965980659569
"TSLM",2019-11-19,"chlorophyll-a",11.7518135364678
"TSLM",2019-11-20,"chlorophyll-a",11.7273629891872
"TSLM",2019-11-21,"chlorophyll-a",11.7135423315472
"TSLM",2019-11-22,"chlorophyll-a",11.6144670192831
"TSLM",2019-11-23,"chlorophyll-a",11.8070414714967
"TSLM",2019-11-24,"chlorophyll-a",11.7810675636731
"TSLM",2019-11-25,"chlorophyll-a",11.8247369457306
"TSLM",2019-11-26,"chlorophyll-a",11.7208377723994
"TSLM",2019-11-27,"chlorophyll-a",11.6165987658478
"TSLM",2019-11-28,"chlorophyll-a",11.8576313666389
"TSLM",2019-11-29,"chlorophyll-a",11.9271879362539
"TSLM",2019-11-30,"chlorophyll-a",11.7709388549134
"TSLM",2019-12-01,"chlorophyll-a",11.4789814849627
"TSLM",2019-12-02,"chlorophyll-a",11.8321658808366
"TSLM",2019-12-03,"chlorophyll-a",12.0869701256156
"TSLM",2019-12-04,"chlorophyll-a",12.0501750265761
"TSLM",2019-12-05,"chlorophyll-a",11.8625302887879
"TSLM",2019-12-06,"chlorophyll-a",11.9152137090839
"TSLM",2019-12-07,"chlorophyll-a",12.0803923833139
"TSLM",2019-12-08,"chlorophyll-a",12.1876732320465
"TSLM",2019-12-09,"chlorophyll-a",12.1224364946479
"TSLM",2019-12-10,"chlorophyll-a",11.9495444059303
"TSLM",2019-12-11,"chlorophyll-a",12.2272332406644
"TSLM",2019-12-12,"chlorophyll-a",12.318831733176
"TSLM",2019-12-13,"chlorophyll-a",12.2178182035077
"TSLM",2019-12-14,"chlorophyll-a",11.9035712897484
"TSLM",2019-12-15,"chlorophyll-a",12.0138949671296
"TSLM",2019-12-16,"chlorophyll-a",12.070686277538
"TSLM",2019-12-17,"chlorophyll-a",12.0755598921696
"TSLM",2019-12-18,"chlorophyll-a",12.3829897094933
"TSLM",2019-12-19,"chlorophyll-a",12.5274698021631
"TSLM",2019-12-20,"chlorophyll-a",12.4095487303452
"TSLM",2019-12-21,"chlorophyll-a",12.4183630397065
"TSLM",2019-12-22,"chlorophyll-a",12.3988401894257
"TSLM",2019-12-23,"chlorophyll-a",12.2965740462412
"TSLM",2019-12-24,"chlorophyll-a",12.2676865682354
"TSLM",2019-12-25,"chlorophyll-a",12.3119188346698
"TSLM",2019-12-26,"chlorophyll-a",12.2325002484308
"TSLM",2019-12-27,"chlorophyll-a",12.1624383344618
"TSLM",2019-12-28,"chlorophyll-a",12.0064460817619
"TSLM",2019-12-29,"chlorophyll-a",11.9886095618698
"TSLM",2019-12-30,"chlorophyll-a",11.8495938990142
"TSLM",2019-12-31,"chlorophyll-a",11.9858976969244
"TSLM",2020-01-01,"chlorophyll-a",12.1537799176313
"TSLM",2020-01-02,"chlorophyll-a",12.0483171489544
"TSLM",2020-01-03,"chlorophyll-a",11.9161054814873
"TSLM",2020-01-04,"chlorophyll-a",11.7828564356411
"TSLM",2020-01-05,"chlorophyll-a",12.1501843164768
"TSLM",2020-01-06,"chlorophyll-a",12.14011488363
"TSLM",2020-01-07,"chlorophyll-a",12.2233444921309
"TSLM",2020-01-08,"chlorophyll-a",12.2840573481958
"TSLM",2020-01-09,"chlorophyll-a",12.4303766296219
"TSLM",2020-01-10,"chlorophyll-a",12.2351308654923
"TSLM",2020-01-11,"chlorophyll-a",11.79867567337
"TSLM",2020-01-12,"chlorophyll-a",11.3324007916713
"TSLM",2020-01-13,"chlorophyll-a",11.6440622531135
"TSLM",2020-01-14,"chlorophyll-a",11.7152661555644
"TSLM",2020-01-15,"chlorophyll-a",11.7370967010736
"TSLM",2020-01-16,"chlorophyll-a",11.8107753315306
"TSLM",2020-01-17,"chlorophyll-a",12.2847625155908
"TSLM",2020-01-18,"chlorophyll-a",12.278381055576
"TSLM",2020-01-19,"chlorophyll-a",12.270214427312
"TSLM",2020-01-20,"chlorophyll-a",12.6758942952371
"TSLM",2020-01-21,"chlorophyll-a",12.7653790322058
"TSLM",2020-01-22,"chlorophyll-a",12.6927801629606
"TSLM",2020-01-23,"chlorophyll-a",12.5975299012843
"TSLM",2020-01-24,"chlorophyll-a",12.2098170287385
"TSLM",2020-01-25,"chlorophyll-a",11.9975362624506
"TSLM",2020-01-26,"chlorophyll-a",12.3269180344746
"TSLM",2020-01-27,"chlorophyll-a",12.3619789695762
"TSLM",2020-01-28,"chlorophyll-a",12.4487947108521
"TSLM",2020-01-29,"chlorophyll-a",12.5372576308761
"TSLM",2020-01-30,"chlorophyll-a",12.4819618914099
"TSLM",2020-01-31,"chlorophyll-a",12.5003665380437
"TSLM",2020-02-01,"chlorophyll-a",12.4866086698732
"TSLM",2020-02-02,"chlorophyll-a",12.3750109262209
"TSLM",2020-02-03,"chlorophyll-a",12.0365787366896
"TSLM",2020-02-04,"chlorophyll-a",11.893404143911
"TSLM",2020-02-05,"chlorophyll-a",11.8096185566499
"TSLM",2020-02-06,"chlorophyll-a",10.9269332865054
"TSLM",2020-02-07,"chlorophyll-a",11.0935107753854
"TSLM",2020-02-08,"chlorophyll-a",11.8944709322555
"TSLM",2020-02-09,"chlorophyll-a",12.0302945050882
"TSLM",2020-02-10,"chlorophyll-a",11.8082336484865
"TSLM",2020-02-11,"chlorophyll-a",11.488609564167
"TSLM",2020-02-12,"chlorophyll-a",11.5813906286595
"TSLM",2020-02-13,"chlorophyll-a",11.3620901987255
"TSLM",2020-02-14,"chlorophyll-a",11.8436694735414
"TSLM",2020-02-15,"chlorophyll-a",12.1627951749484
"TSLM",2020-02-16,"chlorophyll-a",11.9119343525135
"TSLM",2020-02-17,"chlorophyll-a",11.868289824979
"TSLM",2020-02-18,"chlorophyll-a",11.6716364194414
"TSLM",2020-02-19,"chlorophyll-a",11.7742378776386
"TSLM",2020-02-20,"chlorophyll-a",11.8099170065144
"TSLM",2020-02-21,"chlorophyll-a",12.0839854634348
"TSLM",2020-02-22,"chlorophyll-a",11.9545272136929
"TSLM",2020-02-23,"chlorophyll-a",11.8532168779718
"TSLM",2020-02-24,"chlorophyll-a",11.665953825521
"TSLM",2020-02-25,"chlorophyll-a",11.6234709032809
"TSLM",2020-02-26,"chlorophyll-a",11.5157619189121
"TSLM",2020-02-27,"chlorophyll-a",11.8328266476807
"TSLM",2020-02-28,"chlorophyll-a",11.8477208980778
"TSLM",2020-02-29,"chlorophyll-a",11.9685407635985
"TSLM",2020-03-01,"chlorophyll-a",11.8418123341264
"TSLM",2020-03-02,"chlorophyll-a",11.6401241614715
"TSLM",2020-03-03,"chlorophyll-a",11.4545985975598
"TSLM",2020-03-04,"chlorophyll-a",11.5226123924818
"TSLM",2020-03-05,"chlorophyll-a",11.4795374914004
"TSLM",2020-03-06,"chlorophyll-a",11.6452354421124
"TSLM",2020-03-07,"chlorophyll-a",11.8940324964064
"TSLM",2020-03-08,"chlorophyll-a",11.7503226191633
"TSLM",2020-03-09,"chlorophyll-a",11.4710570137632
"TSLM",2020-03-10,"chlorophyll-a",11.2022729914632
"TSLM",2020-03-11,"chlorophyll-a",11.1238826685645
"TSLM",2020-03-12,"chlorophyll-a",11.1528141064714
"TSLM",2020-03-13,"chlorophyll-a",10.7963946410142
"TSLM",2020-03-14,"chlorophyll-a",10.9588139919077
"TSLM",2020-03-15,"chlorophyll-a",10.9637933103165
"TSLM",2020-03-16,"chlorophyll-a",11.0756813636816
"TSLM",2020-03-17,"chlorophyll-a",11.0951559895019
"TSLM",2020-03-18,"chlorophyll-a",11.0641182581357
"TSLM",2020-03-19,"chlorophyll-a",10.9017289062541
"TSLM",2020-03-20,"chlorophyll-a",10.7380891950565
"TSLM",2020-03-21,"chlorophyll-a",10.727680286832
"TSLM",2020-03-22,"chlorophyll-a",11.0331667149939
"TSLM",2020-03-23,"chlorophyll-a",10.9515265119489
"TSLM",2020-03-24,"chlorophyll-a",10.9675633342821
"TSLM",2020-03-25,"chlorophyll-a",10.5609066925057
"TSLM",2020-03-26,"chlorophyll-a",10.8335747759283
"TSLM",2020-03-27,"chlorophyll-a",10.5974625602579
"TSLM",2020-03-28,"chlorophyll-a",10.567835906665
"TSLM",2020-03-29,"chlorophyll-a",10.4684594112422
"TSLM",2020-03-30,"chlorophyll-a",10.5474878901886
"TSLM",2020-03-31,"chlorophyll-a",10.4460409787537
"TSLM",2020-04-01,"chlorophyll-a",10.8313630564594
"TSLM",2020-04-02,"chlorophyll-a",10.9636962953039
"TSLM",2020-04-03,"chlorophyll-a",10.9029335921333
"TSLM",2020-04-04,"chlorophyll-a",10.7956975154496
"TSLM",2020-04-05,"chlorophyll-a",10.7463575721384
"TSLM",2020-04-06,"chlorophyll-a",10.5494787174158
"TSLM",2020-04-07,"chlorophyll-a",10.5341962293272
"TSLM",2020-04-08,"chlorophyll-a",10.3067895145791
"TSLM",2020-04-09,"chlorophyll-a",10.4690899759154
"TSLM",2020-04-10,"chlorophyll-a",10.7595871734538
"TSLM",2020-04-11,"chlorophyll-a",10.7640495160918
"TSLM",2020-04-12,"chlorophyll-a",10.3259075650282
"TSLM",2020-04-13,"chlorophyll-a",7.41860207952512
"TSLM",2020-04-14,"chlorophyll-a",8.37796021473538
"TSLM",2020-04-15,"chlorophyll-a",8.78160466134008
"TSLM",2020-04-16,"chlorophyll-a",8.84411361728391
"TSLM",2020-04-17,"chlorophyll-a",8.9965969101779
"TSLM",2020-04-18,"chlorophyll-a",9.0368610992657
"TSLM",2020-04-19,"chlorophyll-a",9.3415253930191
"TSLM",2020-04-20,"chlorophyll-a",9.28668824611424
"TSLM",2020-04-21,"chlorophyll-a",9.47174162036603
"TSLM",2020-04-22,"chlorophyll-a",9.85923262193651
"TSLM",2020-04-23,"chlorophyll-a",9.70870929817256
"TSLM",2020-04-24,"chlorophyll-a",9.67060796551616
"TSLM",2020-04-25,"chlorophyll-a",9.65840024013491
"TSLM",2020-04-26,"chlorophyll-a",9.42748719759339
"TSLM",2020-04-27,"chlorophyll-a",9.71790752820396
"TSLM",2020-04-28,"chlorophyll-a",9.64538311326155
"TSLM",2020-04-29,"chlorophyll-a",9.65978646475615
"TSLM",2020-04-30,"chlorophyll-a",7.95165816713448
"TSLM",2020-05-01,"chlorophyll-a",8.47476623614499
"TSLM",2020-05-02,"chlorophyll-a",8.75645764960591
"TSLM",2020-05-03,"chlorophyll-a",8.56027302731282
"TSLM",2020-05-04,"chlorophyll-a",8.55959509617915
"TSLM",2020-05-05,"chlorophyll-a",8.7178019600264
"TSLM",2020-05-06,"chlorophyll-a",9.00815504716216
"TSLM",2020-05-07,"chlorophyll-a",9.44484537350737
"TSLM",2020-05-08,"chlorophyll-a",9.38213445616636
"TSLM",2020-05-09,"chlorophyll-a",10.1087988768844
"TSLM",2020-05-10,"chlorophyll-a",10.2356423226241
"TSLM",2020-05-11,"chlorophyll-a",10.1541473759231
"TSLM",2020-05-12,"chlorophyll-a",10.3506740258968
"TSLM",2020-05-13,"chlorophyll-a",10.2608637634106
"TSLM",2020-05-14,"chlorophyll-a",9.98648869690504
"TSLM",2020-05-15,"chlorophyll-a",9.94757766984691
"TSLM",2020-05-16,"chlorophyll-a",9.82241432188295
"TSLM",2020-05-17,"chlorophyll-a",9.75875091617042
"TSLM",2020-05-18,"chlorophyll-a",9.67601187993147
"TSLM",2020-05-19,"chlorophyll-a",8.16334760664659
"TSLM",2020-05-20,"chlorophyll-a",7.4383627681681
"TSLM",2020-05-21,"chlorophyll-a",7.08777945835024
"TSLM",2020-05-22,"chlorophyll-a",7.25289982885606
"TSLM",2020-05-23,"chlorophyll-a",7.66277188620762
"TSLM",2020-05-24,"chlorophyll-a",7.74000298779034
"TSLM",2020-05-25,"chlorophyll-a",7.59928298244525
"TSLM",2020-05-26,"chlorophyll-a",7.67035200371863
"TSLM",2020-05-27,"chlorophyll-a",7.65608184573769
"TSLM",2020-05-28,"chlorophyll-a",7.59513251415507
"TSLM",2020-05-29,"chlorophyll-a",7.57178340496206
"TSLM",2020-05-30,"chlorophyll-a",7.7526498053154
"TSLM",2020-05-31,"chlorophyll-a",7.88146073532163
"TSLM",2020-06-01,"chlorophyll-a",7.97732643335285
"TSLM",2020-06-02,"chlorophyll-a",7.81488307800464
"TSLM",2020-06-03,"chlorophyll-a",7.63791588640695
"TSLM",2020-06-04,"chlorophyll-a",7.72314133891091
"TSLM",2020-06-05,"chlorophyll-a",7.8795216367904
"TSLM",2020-06-06,"chlorophyll-a",8.2089256330391
"TSLM",2020-06-07,"chlorophyll-a",8.48757366617192
"TSLM",2020-06-08,"chlorophyll-a",8.60082286495208
"TSLM",2020-06-09,"chlorophyll-a",8.16370434752827
"TSLM",2020-06-10,"chlorophyll-a",7.85739615713009
"TSLM",2020-06-11,"chlorophyll-a",7.57063608314893
"TSLM",2020-06-12,"chlorophyll-a",7.33001088739164
"TSLM",2020-06-13,"chlorophyll-a",7.3476281591929
"TSLM",2020-06-14,"chlorophyll-a",7.316490213434
"TSLM",2020-06-15,"chlorophyll-a",7.37815313320625
"TSLM",2020-06-16,"chlorophyll-a",7.60637007477616
"TSLM",2020-06-17,"chlorophyll-a",6.34833746894402
"TSLM",2020-06-18,"chlorophyll-a",7.41096491093667
"TSLM",2020-06-19,"chlorophyll-a",7.71018660262753
"TSLM",2020-06-20,"chlorophyll-a",8.00502579834343
"TSLM",2020-06-21,"chlorophyll-a",8.00320672122858
"TSLM",2020-06-22,"chlorophyll-a",8.03664336142541
"TSLM",2020-06-23,"chlorophyll-a",7.95558116738556
"TSLM",2020-06-24,"chlorophyll-a",8.0367488793207
"TSLM",2020-06-25,"chlorophyll-a",7.98965474913838
"TSLM",2020-06-26,"chlorophyll-a",7.89853633643309
"TSLM",2020-06-27,"chlorophyll-a",7.88482041923401
"TSLM",2020-06-28,"chlorophyll-a",7.67988853735896
"TSLM",2020-06-29,"chlorophyll-a",7.72087150211017
"TSLM",2020-06-30,"chlorophyll-a",7.71655572607876
"TSLM",2020-07-01,"chlorophyll-a",7.81941651911067
"TSLM",2020-07-02,"chlorophyll-a",7.80126737995674
"TSLM",2020-07-03,"chlorophyll-a",7.68475633896904
"TSLM",2020-07-04,"chlorophyll-a",7.62619835149064
"TSLM",2020-07-05,"chlorophyll-a",7.58980844102918
"TSLM",2020-07-06,"chlorophyll-a",7.55587327236568
"TSLM",2020-07-07,"chlorophyll-a",7.50461782863634
"TSLM",2020-07-08,"chlorophyll-a",7.39656874282705
"TSLM",2020-07-09,"chlorophyll-a",7.33052775811076
"TSLM",2020-07-10,"chlorophyll-a",7.28131668139874
"TSLM",2020-07-11,"chlorophyll-a",7.2911728745201
"TSLM",2020-07-12,"chlorophyll-a",7.24682885506728
"TSLM",2020-07-13,"chlorophyll-a",7.29897089932307
"TSLM",2020-07-14,"chlorophyll-a",7.1779081153119
"TSLM",2020-07-15,"chlorophyll-a",7.06969169472267
"TSLM",2020-07-16,"chlorophyll-a",6.87913038564827
"TSLM",2020-07-17,"chlorophyll-a",6.65471930588922
"TSLM",2020-07-18,"chlorophyll-a",6.52038131488883
"TSLM",2020-07-19,"chlorophyll-a",6.40896589767211
"TSLM",2020-07-20,"chlorophyll-a",6.3069152592897
"TSLM",2020-07-21,"chlorophyll-a",6.30516020024482
"TSLM",2020-07-22,"chlorophyll-a",6.40153007383669
"TSLM",2020-07-23,"chlorophyll-a",6.40338902360732
"TSLM",2020-07-24,"chlorophyll-a",6.23065936977056
"TSLM",2020-07-25,"chlorophyll-a",6.23556161746326
"TSLM",2020-07-26,"chlorophyll-a",6.23114140163784
"TSLM",2020-07-27,"chlorophyll-a",6.48542793425345
"TSLM",2020-07-28,"chlorophyll-a",6.59884698499951
"TSLM",2020-07-29,"chlorophyll-a",6.69308061155107
"TSLM",2020-07-30,"chlorophyll-a",6.76226093844501
"TSLM",2020-07-31,"chlorophyll-a",6.92838421142778
"TSLM",2020-08-01,"chlorophyll-a",7.12514989212136
"TSLM",2020-08-02,"chlorophyll-a",7.25261081715448
"TSLM",2020-08-03,"chlorophyll-a",7.33864991984297
"TSLM",2020-08-04,"chlorophyll-a",7.61664911620567
"TSLM",2020-08-05,"chlorophyll-a",7.64012879553881
"TSLM",2020-08-06,"chlorophyll-a",7.71141992364539
"TSLM",2020-08-07,"chlorophyll-a",7.83634392539137
"TSLM",2020-08-08,"chlorophyll-a",7.87536181942615
"TSLM",2020-08-09,"chlorophyll-a",7.92697075340014
"TSLM",2020-08-10,"chlorophyll-a",7.95657613171275
"TSLM",2020-08-11,"chlorophyll-a",7.98791822955775
"TSLM",2020-08-12,"chlorophyll-a",7.96261164046091
"TSLM",2020-08-13,"chlorophyll-a",8.02524898074034
"TSLM",2020-08-14,"chlorophyll-a",8.14212940556964
"TSLM",2020-08-15,"chlorophyll-a",8.28539898544667
"TSLM",2020-08-16,"chlorophyll-a",8.73686669441391
"TSLM",2020-08-17,"chlorophyll-a",8.82715140804159
"TSLM",2020-08-18,"chlorophyll-a",8.878974737345
"TSLM",2020-08-19,"chlorophyll-a",8.92010323543467
"TSLM",2020-08-20,"chlorophyll-a",8.92069401210156
"TSLM",2020-08-21,"chlorophyll-a",8.83163394355364
"TSLM",2020-08-22,"chlorophyll-a",8.93877342958154
"TSLM",2020-08-23,"chlorophyll-a",9.02862420487232
"TSLM",2020-08-24,"chlorophyll-a",9.02945741533491
"TSLM",2020-08-25,"chlorophyll-a",9.0233426708141
"TSLM",2020-08-26,"chlorophyll-a",8.96365317029029
"TSLM",2020-08-27,"chlorophyll-a",8.91935217847189
"TSLM",2020-08-28,"chlorophyll-a",8.84236816668772
"TSLM",2020-08-29,"chlorophyll-a",8.79211527547945
"TSLM",2020-08-30,"chlorophyll-a",8.85782548597101
"TSLM",2020-08-31,"chlorophyll-a",8.55327389212816
"TSLM",2020-09-01,"chlorophyll-a",8.74002573458008
"TSLM",2020-09-02,"chlorophyll-a",8.76338180721904
"TSLM",2020-09-03,"chlorophyll-a",8.77020099113771
"TSLM",2020-09-04,"chlorophyll-a",8.79506461030768
"TSLM",2020-09-05,"chlorophyll-a",8.91225061608362
"TSLM",2020-09-06,"chlorophyll-a",8.95371140564865
"TSLM",2020-09-07,"chlorophyll-a",8.85885187780401
"TSLM",2020-09-08,"chlorophyll-a",8.79374835376599
"TSLM",2020-09-09,"chlorophyll-a",8.54750188735112
"TSLM",2020-09-10,"chlorophyll-a",8.4772099623304
"TSLM",2020-09-11,"chlorophyll-a",8.40156416041127
"TSLM",2020-09-12,"chlorophyll-a",8.12440604876549
"TSLM",2020-09-13,"chlorophyll-a",8.01191917051986
"TSLM",2020-09-14,"chlorophyll-a",7.77135501611997
"TSLM",2020-09-15,"chlorophyll-a",7.67187113449476
"TSLM",2020-09-16,"chlorophyll-a",8.14742026708032
"TSLM",2020-09-17,"chlorophyll-a",8.03082586099816
"TSLM",2020-09-18,"chlorophyll-a",8.54528275498706
"TSLM",2020-09-19,"chlorophyll-a",8.97011834081301
"TSLM",2020-09-20,"chlorophyll-a",9.43566740441686
"TSLM",2020-09-21,"chlorophyll-a",9.6733135255601
"TSLM",2020-09-22,"chlorophyll-a",9.68396348522639
"TSLM",2020-09-23,"chlorophyll-a",9.54140183182131
"TSLM",2020-09-24,"chlorophyll-a",9.44021590599642
"TSLM",2020-09-25,"chlorophyll-a",9.20690123195075
"TSLM",2020-09-26,"chlorophyll-a",9.52354220693138
"TSLM",2020-09-27,"chlorophyll-a",9.47326268074404
"TSLM",2020-09-28,"chlorophyll-a",9.36632394459039
"TSLM",2020-09-29,"chlorophyll-a",9.15946336451847
"TSLM",2020-09-30,"chlorophyll-a",9.54444831603272
"TSLM",2020-10-01,"chlorophyll-a",9.57995503164627
"TSLM",2020-10-02,"chlorophyll-a",9.74476358776989
"TSLM",2020-10-03,"chlorophyll-a",10.0339584746645
"TSLM",2020-10-04,"chlorophyll-a",9.93889633120672
"TSLM",2020-10-05,"chlorophyll-a",10.0128480998273
"TSLM",2020-10-06,"chlorophyll-a",10.0612705083983
"TSLM",2020-10-07,"chlorophyll-a",9.77175366795024
"TSLM",2020-10-08,"chlorophyll-a",9.55067883896123
"TSLM",2020-10-09,"chlorophyll-a",9.55006222639221
"TSLM",2020-10-10,"chlorophyll-a",9.21048473297575
"TSLM",2020-10-11,"chlorophyll-a",8.8529828193966
"TSLM",2020-10-12,"chlorophyll-a",8.75245400996137
"TSLM",2020-10-13,"chlorophyll-a",8.81517142376626
"TSLM",2020-10-14,"chlorophyll-a",9.13291049674665
"TSLM",2020-10-15,"chlorophyll-a",9.2774117045519
"TSLM",2020-10-16,"chlorophyll-a",9.3878237141842
"TSLM",2020-10-17,"chlorophyll-a",9.88002477952648
"TSLM",2020-10-18,"chlorophyll-a",10.0181583834091
"TSLM",2020-10-19,"chlorophyll-a",10.0467110865861
"TSLM",2020-10-20,"chlorophyll-a",9.89571964941253
"TSLM",2020-10-21,"chlorophyll-a",9.83434054628579
"TSLM",2020-10-22,"chlorophyll-a",9.77921492577797
"TSLM",2020-10-23,"chlorophyll-a",9.74826045328271
"TSLM",2020-10-24,"chlorophyll-a",9.67780174543753
"TSLM",2020-10-25,"chlorophyll-a",9.64344211139953
"TSLM",2020-10-26,"chlorophyll-a",9.78541354280496
"TSLM",2020-10-27,"chlorophyll-a",9.56502143543871
"TSLM",2020-10-28,"chlorophyll-a",9.51239588946371
"TSLM",2020-10-29,"chlorophyll-a",8.11014613296428
"TSLM",2020-10-30,"chlorophyll-a",8.6062922643178
"TSLM",2020-10-31,"chlorophyll-a",8.78743281053639
"TSLM",2020-11-01,"chlorophyll-a",8.20955516876365
"TSLM",2020-11-02,"chlorophyll-a",8.22175797882176
"TSLM",2020-11-03,"chlorophyll-a",8.47539396055952
"TSLM",2020-11-04,"chlorophyll-a",8.67544119535974
"TSLM",2020-11-05,"chlorophyll-a",8.94726415428937
"TSLM",2020-11-06,"chlorophyll-a",9.15213027475736
"TSLM",2020-11-07,"chlorophyll-a",9.41744673896345
"TSLM",2020-11-08,"chlorophyll-a",9.61160295712037
"TSLM",2020-11-09,"chlorophyll-a",9.86061563830949
"TSLM",2020-11-10,"chlorophyll-a",9.77299309051794
"TSLM",2020-11-11,"chlorophyll-a",8.33439531618963
"TSLM",2020-11-12,"chlorophyll-a",6.5908285906507
"TSLM",2020-11-13,"chlorophyll-a",7.35076963986655
"TSLM",2020-11-14,"chlorophyll-a",7.68583712298412
"TSLM",2020-11-15,"chlorophyll-a",7.85770549172723
"TSLM",2020-11-16,"chlorophyll-a",8.06925875097446
"TSLM",2020-11-17,"chlorophyll-a",8.25350193659539
"TSLM",2020-11-18,"chlorophyll-a",8.56131950877138
"TSLM",2020-11-19,"chlorophyll-a",8.66621131580915
"TSLM",2020-11-20,"chlorophyll-a",8.7211704158404
"TSLM",2020-11-21,"chlorophyll-a",8.79155298522487
"TSLM",2020-11-22,"chlorophyll-a",9.03393941881635
"TSLM",2020-11-23,"chlorophyll-a",9.41893630205157
"TSLM",2020-11-24,"chlorophyll-a",9.77705546540284
"TSLM",2020-11-25,"chlorophyll-a",9.88236259772244
"TSLM",2020-11-26,"chlorophyll-a",9.80783543378482
"TSLM",2020-11-27,"chlorophyll-a",9.96518259736263
"TSLM",2020-11-28,"chlorophyll-a",10.0459642263197
"TSLM",2020-11-29,"chlorophyll-a",10.2489190004791
"TSLM",2020-11-30,"chlorophyll-a",9.47607517869029
"TSLM",2020-12-01,"chlorophyll-a",10.0173426645615
"TSLM",2020-12-02,"chlorophyll-a",10.3132638211783
"TSLM",2020-12-03,"chlorophyll-a",10.3196100233875
"TSLM",2020-12-04,"chlorophyll-a",10.1098811042583
"TSLM",2020-12-05,"chlorophyll-a",9.42689758973304
"TSLM",2020-12-06,"chlorophyll-a",9.68647353982797
"TSLM",2020-12-07,"chlorophyll-a",9.93560569180038
"TSLM",2020-12-08,"chlorophyll-a",10.2991230741852
"TSLM",2020-12-09,"chlorophyll-a",10.3211225694269
"TSLM",2020-12-10,"chlorophyll-a",10.2272171096429
"TSLM",2020-12-11,"chlorophyll-a",10.3285495589406
"TSLM",2020-12-12,"chlorophyll-a",10.4082905235222
"TSLM",2020-12-13,"chlorophyll-a",10.3860941307279
"TSLM",2020-12-14,"chlorophyll-a",10.1332830214471
"TSLM",2020-12-15,"chlorophyll-a",10.3093865603128
"TSLM",2020-12-16,"chlorophyll-a",10.286781490308
"TSLM",2020-12-17,"chlorophyll-a",10.0706223939988
"TSLM",2020-12-18,"chlorophyll-a",10.3326053838674
"TSLM",2020-12-19,"chlorophyll-a",10.4761547575026
"TSLM",2020-12-20,"chlorophyll-a",10.4501568885059
"TSLM",2020-12-21,"chlorophyll-a",10.5005754979641
"TSLM",2020-12-22,"chlorophyll-a",10.656376694663
"TSLM",2020-12-23,"chlorophyll-a",10.942394414993
"TSLM",2020-12-24,"chlorophyll-a",10.6271517632889
"TSLM",2020-12-25,"chlorophyll-a",10.5770444300796
"TSLM",2020-12-26,"chlorophyll-a",10.8497625293701
"TSLM",2020-12-27,"chlorophyll-a",10.9001515297192
"TSLM",2020-12-28,"chlorophyll-a",11.0190242206102
"TSLM",2020-12-29,"chlorophyll-a",11.0972484272108
"TSLM",2020-12-30,"chlorophyll-a",11.2290566925948
"TSLM",2020-12-31,"chlorophyll-a",10.9813561378634
"TSLM",2021-01-01,"chlorophyll-a",11.0337195414834
"TSLM",2021-01-02,"chlorophyll-a",10.7845528882457
"TSLM",2021-01-03,"chlorophyll-a",10.6776564749526
"TSLM",2021-01-04,"chlorophyll-a",10.8221540328527
"TSLM",2021-01-05,"chlorophyll-a",10.9752593979299
"TSLM",2021-01-06,"chlorophyll-a",11.0827793774966
"TSLM",2021-01-07,"chlorophyll-a",11.2249475765967
"TSLM",2021-01-08,"chlorophyll-a",11.1971917236449
"TSLM",2021-01-09,"chlorophyll-a",11.4401023950607
"TSLM",2021-01-10,"chlorophyll-a",11.4651694718253
"TSLM",2021-01-11,"chlorophyll-a",11.5022178792516
"TSLM",2021-01-12,"chlorophyll-a",11.4511570609388
"TSLM",2021-01-13,"chlorophyll-a",11.5167608670126
"TSLM",2021-01-14,"chlorophyll-a",11.5558112471138
"TSLM",2021-01-15,"chlorophyll-a",11.6251398119305
"TSLM",2021-01-16,"chlorophyll-a",11.693776296218
"TSLM",2021-01-17,"chlorophyll-a",11.6489936469195
"TSLM",2021-01-18,"chlorophyll-a",11.691082783551
"TSLM",2021-01-19,"chlorophyll-a",11.6729049797293
"TSLM",2021-01-20,"chlorophyll-a",11.7794078189424
"TSLM",2021-01-21,"chlorophyll-a",11.7760448195334
"TSLM",2021-01-22,"chlorophyll-a",11.7357670286701
"TSLM",2021-01-23,"chlorophyll-a",11.9393990184806
"TSLM",2021-01-24,"chlorophyll-a",12.0495858313195
