"datetime","PAR_umolm2s_mean","Temp_C_mean","SRP_ugL","DIN_ugL","Chla_ugL_mean","Flag_PAR_umolm2s_mean","Flag_Temp_C_mean","Flag_SRP_ugL","Flag_DIN_ugL","Flag_Chla_ugL_mean"
2018-09-27,86.59,22.4799847813239,12.8571428571429,9.57142857142857,5.97748374335106,0,1,1,1,1
2018-09-28,379.73,22.1794566710993,13.1428571428571,10.4285714285714,5.92938939793883,0,1,1,1,1
2018-09-29,352.49,21.8789285608747,13.4285714285714,11.2857142857143,5.8812950525266,0,1,1,1,1
2018-09-30,160.03,21.5784004506501,13.7142857142857,12.1428571428571,5.83320070711436,0,1,1,1,1
2018-10-01,369.67,21.2778723404255,14,13,5.78510636170213,0,0,0,0,0
2018-10-02,283.36,21.7961319444444,14,15,5.58500000694444,0,0,1,1,0
2018-10-03,323.94,22.0859370629371,14,17,4.5420979020979,0,0,1,1,0
2018-10-04,394.83,22.2829230769231,14,19,4.17867132867133,0,0,1,1,0
2018-10-05,223.39,23.2124722222222,14,21,4.724375,0,0,1,1,0
2018-10-06,125.84,22.4874722222222,14,23,6.5800694375,0,0,1,1,0
2018-10-07,297.79,22.7936666666667,14,25,5.781875,0,0,1,1,0
2018-10-08,284.21,22.9759300699301,14,27,4.88013986013986,0,0,0,0,0
2018-10-09,171.51,23.3124895104895,13.7142857142857,32,4.9588811048951,0,0,1,1,0
2018-10-10,50.97,22.8491118881119,13.4285714285714,37,5.80461539160839,0,0,1,1,0
2018-10-11,28.28,22.2246805555556,13.1428571428571,42,5.26909722222222,0,0,1,1,0
2018-10-12,366.97,20.3319583333333,12.8571428571429,47,3.84125,0,0,1,1,0
2018-10-13,328.04,18.9258041958042,12.5714285714286,52,3.38902097902098,0,0,1,1,0
2018-10-14,100.16,18.025979020979,12.2857142857143,57,3.82055944055944,0,0,1,1,0
2018-10-15,214.7,17.3537132867133,12,62,2.5365034965035,0,0,0,0,0
2018-10-16,179.82,17.7036713286713,12,60.7142857142857,3.38090909090909,0,0,1,1,0
2018-10-17,340.04,17.3754647887324,12,59.4285714285714,3.17464788732394,0,0,1,1,0
2018-10-18,342.12,16.8512986111111,12,58.1428571428571,3.97402777777778,0,0,1,1,0
2018-10-19,340.31,16.0376853146853,12,56.8571428571429,4.02230769230769,0,0,1,1,0
2018-10-20,155.9,16.0526458333333,12,55.5714285714286,5.895625,0,0,1,1,0
2018-10-21,340.04,15.2755034965035,12,54.2857142857143,4.5079020979021,0,0,1,1,0
2018-10-22,316.34,14.4228531468531,12,53,5.43475525174825,0,0,0,0,0
2018-10-23,322.29,14.0676458333333,11.7142857142857,59.8571428571429,7.43215279861111,0,0,1,1,0
2018-10-24,324.32,14.0420915492958,11.4285714285714,66.7142857142857,6.18577464084507,0,0,1,1,0
2018-10-25,225.38,13.6431805555556,11.1428571428571,73.5714285714286,5.67597223611111,0,0,1,1,0
2018-10-26,40.83,13.0806879432624,10.8571428571429,80.4285714285714,4.93354609219858,0,0,1,1,0
2018-10-27,157.44,12.7374513888889,10.5714285714286,87.2857142857143,5.21319444444444,0,0,1,1,0
2018-10-28,181.09,12.3839791666667,10.2857142857143,94.1428571428571,3.46458333333333,0,0,1,1,0
2018-10-29,260.83,12.3462377622378,10,101,4.23041958041958,0,0,0,0,0
2018-10-30,304.91,12.2176223776224,10.0952380952381,98.8571428571429,4.81230769230769,0,0,1,1,0
2018-10-31,270.72,12.2189370629371,10.1904761904762,96.7142857142857,3.95125873426573,0,0,1,1,0
2018-11-01,156.59,12.7771560283688,10.2857142857143,94.5714285714286,3.30290780141844,0,0,1,1,0
2018-11-02,66.78,12.9088085106383,10.3809523809524,92.4285714285714,4.81581560992908,0,0,1,1,0
2018-11-03,269.89,12.9628521126761,10.4761904761905,90.2857142857143,5.92816902112676,0,0,1,1,0
2018-11-04,280.74,12.3115347222222,10.5714285714286,88.1428571428571,3.42722222222222,0,0,1,1,0
2018-11-05,113.06,12.3233566433566,10.6666666666667,86,3.85818181818182,0,0,1,1,0
2018-11-06,61.75,12.4494788732394,10.7619047619048,83.8571428571429,6.40542252816901,0,0,1,1,0
2018-11-07,260.71,12.5828741258741,10.8571428571429,81.7142857142857,4.71055945454545,0,0,1,1,0
2018-11-08,183.99,12.6295138888889,10.952380952381,79.5714285714286,3.34125874125874,0,0,1,1,0
2018-11-09,47.66,12.2956666666667,11.047619047619,77.4285714285714,3.01391608391608,0,0,1,1,0
2018-11-10,274.92,11.8326805555556,11.1428571428571,75.2857142857143,3.47055944055944,0,0,1,1,0
2018-11-11,266.8,11.0930069444444,11.2380952380952,73.1428571428571,3.49291666666667,0,0,1,1,0
2018-11-12,57.01,10.2549236111111,11.3333333333333,71,5.83364285714286,0,0,1,1,0
2018-11-13,61.66,9.86155945454546,11.4285714285714,68.8571428571429,6.30223776223776,0,0,1,1,0
2018-11-14,94.68,9.5148125,11.5238095238095,66.7142857142857,6.69414286428571,0,0,1,1,0
2018-11-15,38.35,9.01741956643357,11.6190476190476,64.5714285714286,4.93755244755245,0,0,1,1,0
2018-11-16,268.33,8.56049652447552,11.7142857142857,62.4285714285714,5.08804195804196,0,0,1,1,0
2018-11-17,250.29,8.37268055555556,11.8095238095238,60.2857142857143,3.42055555555556,0,0,1,1,0
2018-11-18,219.91,8.2305034965035,11.9047619047619,58.1428571428571,7.4441957972028,0,0,1,1,0
2018-11-19,207.02,8.16665909848485,12,56,3.29909090909091,0,0,0,0,0
2018-11-20,221.6,8.6924685034965,12.0357142857143,55.1428571428571,3.28181818181818,0,0,1,1,0
2018-11-21,243.65,8.50495111188811,12.0714285714286,54.2857142857143,3.78041958041958,0,0,1,1,0
2018-11-22,190.51,8.19384620979021,12.1071428571429,53.4285714285714,3.96342657342657,0,0,1,1,0
2018-11-23,106.14,7.75501388888889,12.1428571428571,52.5714285714286,3.66277777777778,0,0,1,1,0
2018-11-24,70.17,7.33655555555556,12.1785714285714,51.7142857142857,3.38930555555556,0,0,1,1,0
2018-11-25,213.26,7.087,12.2142857142857,50.8571428571429,4.50993007692308,0,0,1,1,0
2018-11-26,120.57,7.08498591549296,12.25,50,4.46345070422535,0,0,1,1,0
2018-11-27,101.6,6.82706944444444,12.2857142857143,49.1428571428571,5.13020833333333,0,0,1,1,0
2018-11-28,229.73,6.22806993006993,12.3214285714286,48.2857142857143,5.96888111888112,0,0,1,1,0
2018-11-29,220.85,5.45258450704225,12.3571428571429,47.4285714285714,6.21281688732394,0,0,1,1,0
2018-11-30,93.64,5.63343661971831,12.3928571428571,46.5714285714286,7.35929576760563,0,0,1,1,0
2018-12-01,26.57,6.02408333333333,12.4285714285714,45.7142857142857,8.62187499305556,0,0,1,1,0
2018-12-02,101.76,5.82325174825175,12.4642857142857,44.8571428571429,7.64986016083916,0,0,1,1,0
2018-12-03,198.37,6.05060839160839,12.5,44,6.5165034965035,0,0,1,1,0
2018-12-04,67.35,5.99183333333333,12.5357142857143,43.1428571428571,6.70381944444444,0,0,1,1,0
2018-12-05,97.64,5.80248591549296,12.5714285714286,42.2857142857143,6.96563382394366,0,0,1,1,0
2018-12-06,194.46,5.47633566433566,12.6071428571429,41.4285714285714,7.10545455244755,0,0,1,1,0
2018-12-07,134.48,5.22441258741259,12.6428571428571,40.5714285714286,6.82874127272727,0,0,1,1,0
2018-12-08,125.52,5.04312587412587,12.6785714285714,39.7142857142857,7.52650348951049,0,0,1,1,0
2018-12-09,17.39,4.67806293706294,12.7142857142857,38.8571428571429,8.35615386713287,0,0,1,1,0
2018-12-10,209.27,3.76984722222222,12.75,38,7.32249999305556,0,0,1,1,0
2018-12-11,214.32,3.31742957746479,12.7857142857143,37.1428571428571,7.12669015492958,0,0,1,1,0
2018-12-12,121.8,3.08745454545455,12.8214285714286,36.2857142857143,7.68671327272727,0,0,1,1,0
2018-12-13,92.23,3.06628472222222,12.8571428571429,35.4285714285714,8.10618054166667,0,0,1,1,0
2018-12-14,42.5,3.19645454545455,12.8928571428571,34.5714285714286,8.79748252447552,0,0,1,1,0
2018-12-15,44.48,3.52952777777778,12.9285714285714,33.7142857142857,9.88076389583333,0,0,1,1,0
2018-12-16,83.78,4.41761971830986,12.9642857142857,32.8571428571429,8.17077463380282,0,0,1,1,0
2018-12-17,207.97,4.54892857142857,13,32,7.55619046825397,0,0,0,0,0
2018-12-18,207.84,4.79478321678322,12.8571428571429,31.6285714285714,6.44685314685315,0,0,1,1,0
2018-12-19,180.76,4.7190985915493,12.7142857142857,31.2571428571429,6.53161973239437,0,0,1,1,0
2018-12-20,30.82,4.69806993006993,12.5714285714286,30.8857142857143,7.49398606993007,0,0,1,1,0
2018-12-21,38.31,5.07707692307692,12.4285714285714,30.5142857142857,7.83412587412587,0,0,1,1,0
2018-12-22,95.92,5.67498611111111,12.2857142857143,30.1428571428571,7.06388890277778,0,0,1,1,0
2018-12-23,186.93,5.34900694444444,12.1428571428571,29.7714285714286,6.75416665972222,0,0,1,1,0
2018-12-24,188.41,5.28910416666667,12,29.4,6.33986114583333,0,0,1,1,0
2018-12-25,186.31,5.17063194444444,11.8571428571429,29.0285714285714,7.65708331944444,0,0,1,1,0
2018-12-26,206.78,5.04621830985915,11.7142857142857,28.6571428571429,7.28697184507042,0,0,1,1,0
2018-12-27,76.99,4.8486338028169,11.5714285714286,28.2857142857143,8.42929578873239,0,0,1,1,0
2018-12-28,28.53,4.94694366197183,11.4285714285714,27.9142857142857,9.95359157746479,0,0,1,1,0
2018-12-29,164.05,5.416,11.2857142857143,27.5428571428571,9.46500004166667,0,0,1,1,0
2018-12-30,151.52,5.81494444444444,11.1428571428571,27.1714285714286,9.61493056944444,0,0,1,1,0
2018-12-31,33.87,5.99945138888889,11,26.8,10.6184722361111,0,0,1,1,0
2019-01-01,82.11,6.23827083333333,10.8571428571429,26.4285714285714,9.55333333333333,0,0,1,1,0
2019-01-02,54.83,6.62071212121212,10.7142857142857,26.0571428571429,9.74689393939394,0,0,1,1,0
2019-01-03,86.98,6.39650704225352,10.5714285714286,25.6857142857143,8.94795776760563,0,0,1,1,0
2019-01-04,24.87,6.35528472222222,10.4285714285714,25.3142857142857,11.2579860972222,0,0,1,1,0
2019-01-05,213.84,6.31734722222222,10.2857142857143,24.9428571428571,10.6137499791667,0,0,1,1,0
2019-01-06,104.56,6.30142657342657,10.1428571428571,24.5714285714286,9.56867130769231,0,0,1,1,0
2019-01-07,111.52,6.14710416666667,10,24.2,8.46236111111111,0,0,1,1,0
2019-01-08,196.98,5.99792253521127,9.85714285714286,23.8285714285714,7.20295775352113,0,0,1,1,0
2019-01-09,242.78,6.00911111111111,9.71428571428572,23.4571428571429,7.02090277083333,0,0,1,1,0
2019-01-10,218.55,5.66851748251748,9.57142857142857,23.0857142857143,7.48258742657343,0,0,1,1,0
2019-01-11,228.38,4.68927777777778,9.42857142857143,22.7142857142857,6.77083331944444,0,0,1,1,0
2019-01-12,44.55,4.2896013986014,9.28571428571428,22.3428571428571,7.49097903496503,0,0,1,1,0
2019-01-13,24.31,3.8321914893617,9.14285714285714,21.9714285714286,8.60382975177305,0,0,1,1,0
2019-01-14,91.42,3.43036111111111,9,21.6,8.97805554166667,0,0,1,1,0
2019-01-15,213.47,3.46077304964539,8.85714285714286,21.2285714285714,8.40028371631206,0,0,1,1,0
2019-01-16,198.02,3.30302816901408,8.71428571428572,20.8571428571429,7.49190140140845,0,0,1,1,0
2019-01-17,47.89,3.2738865248227,8.57142857142857,20.4857142857143,8.40219860992908,0,0,1,1,0
2019-01-18,150.81,3.41520833333333,8.42857142857143,20.1142857142857,8.22159722916667,0,0,1,1,0
2019-01-19,32.01,3.43544444444444,8.28571428571428,19.7428571428571,9.58541668055556,0,0,1,1,0
2019-01-20,245,3.55613194444444,8.14285714285714,19.3714285714286,9.18659720138889,0,0,1,1,0
2019-01-21,252.4,2.75364335664336,8,19,7.95447551748252,0,0,0,0,0
2019-01-22,259.14,1.87634027777778,8.05555555555556,18.2777777777778,7.54048610416667,0,0,1,1,0
2019-01-23,32.71,2.31158333333333,8.11111111111111,17.5555555555556,9.1472916875,0,0,1,1,0
2019-01-24,191.13,2.56978873239437,8.16666666666667,16.8333333333333,9.27359156338028,0,0,1,1,0
2019-01-25,260.33,2.80438888888889,8.22222222222222,16.1111111111111,7.9236805625,0,0,1,1,0
2019-01-26,197.4,2.49074305555556,8.27777777777778,15.3888888888889,7.86361110416667,0,0,1,1,0
2019-01-27,107.41,2.41328671328671,8.33333333333333,14.6666666666667,8.73006990909091,0,0,1,1,0
2019-01-28,248.07,2.73194405594406,8.38888888888889,13.9444444444444,8.90517483216783,0,0,1,1,0
2019-01-29,58.09,3.27994444444444,8.44444444444444,13.2222222222222,10.0754861180556,0,0,1,1,0
2019-01-30,259.78,2.77965972222222,8.5,12.5,9.90506940972222,0,0,1,1,0
2019-01-31,258.52,2.49997142857143,8.55555555555556,11.7777777777778,8.79085713571429,0,0,1,1,0
2019-02-01,64.7,2.78171328671329,8.61111111111111,11.0555555555556,8.88356644755245,0,0,1,1,0
2019-02-02,277.62,3.06879020979021,8.66666666666667,10.3333333333333,9.7781119020979,0,0,1,1,0
2019-02-03,224.71,3.43855244755245,8.72222222222222,9.61111111111111,8.00440558741259,0,0,1,1,0
2019-02-04,291.58,3.68563888888889,8.77777777777778,8.88888888888889,8.50402777083333,0,0,1,1,0
2019-02-05,272,4.06142361111111,8.83333333333333,8.16666666666667,8.14215278472222,0,0,1,1,0
2019-02-06,89.91,5.09162237762238,8.88888888888889,7.44444444444444,8.4588112027972,0,0,1,1,0
2019-02-07,122.87,5.83346527777778,8.94444444444444,6.72222222222222,8.97930555555556,0,0,1,1,0
2019-02-08,216.89,6.18602127659574,9,6,8.03702128368794,0,0,0,0,0
2019-02-09,222.08,5.72975352112676,9,6.44736842105263,7.69570424647887,0,0,1,1,0
2019-02-10,123.91,5.26177622377622,9,6.89473684210526,8.35258744055944,0,0,1,1,0
2019-02-11,108.07,4.97469444444444,9,7.34210526315789,8.93409726388889,0,0,1,1,0
2019-02-12,53.91,4.882375,9,7.78947368421053,9.24374998611111,0,0,1,1,0
2019-02-13,323.44,4.78870629370629,9,8.23684210526316,7.53335662237762,0,0,1,1,0
2019-02-14,195.88,4.69447916666667,9,8.68421052631579,7.74749999305556,0,0,1,1,0
2019-02-15,130.05,4.793,9,9.13157894736842,8.32260561971831,0,0,1,1,0
2019-02-16,174.94,5.26686111111111,9,9.57894736842105,7.42576389583333,0,0,1,1,0
2019-02-17,58.18,5.32719014084507,9,10.0263157894737,7.9346479084507,0,0,1,1,0
2019-02-18,177.22,5.16754166666667,9,10.4736842105263,7.82083333333333,0,0,1,1,0
2019-02-19,226.06,5.1208041958042,9,10.9210526315789,7.04958043356643,0,0,1,1,0
2019-02-20,43.5,4.88220138888889,9,11.3684210526316,9.03006944444444,0,0,1,1,0
2019-02-21,228.09,4.75983216783217,9,11.8157894736842,7.88874129370629,0,0,1,1,0
2019-02-22,44.57,5.21015972222222,9,12.2631578947368,8.02972220138889,0,0,1,1,0
2019-02-23,51.63,5.06586013986014,9,12.7105263157895,10.4609859295775,0,0,1,1,0
2019-02-24,295.15,5.14102797202797,9,13.1578947368421,9.43398602097902,0,0,1,1,0
2019-02-25,375.86,5.32059722222222,9,13.6052631578947,7.57354167361111,0,0,1,1,0
2019-02-26,357.19,5.44315277777778,9,14.0526315789474,9.34166664583333,0,0,1,1,0
2019-02-27,287.06,5.93360416666667,9,14.5,8.60277775694444,0,0,1,1,0
2019-02-28,262.9,6.15097902097902,9,14.9473684210526,9.17041958041958,0,0,1,1,0
2019-03-01,35.09,6.54581944444444,9,15.3947368421053,2.51993055555556,0,0,1,1,0
2019-03-02,389.01,6.69726573426573,9,15.8421052631579,0.457202797202797,0,0,1,1,0
2019-03-03,32.23,6.88906944444444,9,16.2894736842105,0.472916666666667,0,0,1,1,0
2019-03-04,314.18,6.47981118881119,9,16.7368421052632,0.483846153846154,0,0,1,1,0
2019-03-05,398.52,6.16511805555556,9,17.1842105263158,0.418819444444444,0,0,1,1,0
2019-03-06,396.74,5.76671527777778,9,17.6315789473684,0.456527777777778,0,0,1,1,0
2019-03-07,329.61,5.52258333333333,9,18.0789473684211,0.435902777777778,0,0,1,1,0
2019-03-08,73.44,5.71168055555556,9,18.5263157894737,0.469375,0,0,1,1,0
2019-03-09,81.57,5.30542657342657,9,18.9736842105263,0.488881118881119,0,0,1,1,0
2019-03-10,340.67,5.2126875,9,19.4210526315789,0.601180555555556,0,0,1,1,0
2019-03-11,177.67,5.9480985915493,9,19.8684210526316,0.743098591549296,0,0,1,1,0
2019-03-12,371,6.46505594405594,9,20.3157894736842,0.904055944055944,0,0,1,1,0
2019-03-13,326.86,6.43359027777778,9,20.7631578947368,0.875277777777778,0,0,1,1,0
2019-03-14,300.59,6.61375352112676,9,21.2105263157895,1.04669014084507,0,0,1,1,0
2019-03-15,155.92,7.66664584027778,9,21.6578947368421,1.72159722222222,0,0,1,1,0
2019-03-16,403.52,8.90433563636364,9,22.1052631578947,2.15867132867133,0,0,1,1,0
2019-03-17,428.3,8.34029165972222,9,22.5526315789474,2.62673611111111,0,0,1,1,0
2019-03-18,359.14,8.62642361805556,9,23,3.17986111111111,0,0,0,0,0
2019-03-19,437.65,8.36327972027972,9.14285714285714,22.0714285714286,3.49608391608392,0,0,1,1,0
2019-03-20,415.47,8.44990275,9.28571428571429,21.1428571428571,3.61166666666667,0,0,1,1,0
2019-03-21,271.28,8.83518182517482,9.42857142857143,20.2142857142857,2.6479020979021,0,0,1,1,0
2019-03-22,377.16,8.83259030555556,9.57142857142857,19.2857142857143,3.01590277777778,0,0,1,1,0
2019-03-23,461.91,8.88794447222222,9.71428571428571,18.3571428571429,3.00166666666667,0,0,1,1,0
2019-03-24,412.42,8.66359857746479,9.85714285714286,17.4285714285714,3.31408450704225,0,0,1,1,0
2019-03-25,134.34,9.37371122535211,10,16.5,3.8087323943662,0,0,1,1,0
2019-03-26,389.89,9.82039859440559,10.1428571428571,15.5714285714286,3.98356643356643,0,0,1,1,0
2019-03-27,478.78,9.38020276223776,10.2857142857143,14.6428571428571,4.16958041958042,0,0,1,1,0
2019-03-28,459.93,9.40234505633803,10.4285714285714,13.7142857142857,3.86323943661972,0,0,1,1,0
2019-03-29,403.48,10.2044405664336,10.5714285714286,12.7857142857143,3.55090909090909,0,0,1,1,0
2019-03-30,379.03,11.0781458333333,10.7142857142857,11.8571428571429,3.46770833333333,0,0,1,1,0
2019-03-31,472.77,12.0580704225352,10.8571428571429,10.9285714285714,3.44640845070423,0,0,1,1,0
2019-04-01,489.21,11.7002323943662,11,10,3.62274647887324,0,0,0,0,0
2019-04-02,241.56,10.8891958041958,11.5,10.5714285714286,3.34202797202797,0,0,1,1,0
2019-04-03,498.33,10.3143380211268,12,11.1428571428571,3.61387323943662,0,0,1,1,0
2019-04-04,479.21,11.0285034965035,12.5,11.7142857142857,2.96741258741259,0,0,1,1,0
2019-04-05,132.55,11.9507446808511,13,12.2857142857143,3.01418439716312,0,0,1,1,0
2019-04-06,385.52,12.0583680555556,13.5,12.8571428571429,2.75423611111111,0,0,1,1,0
2019-04-07,146.26,12.5432638888889,14,13.4285714285714,3.32416666666667,0,0,1,1,0
2019-04-08,279.97,13.541176056338,14.5,14,2.44471830985915,0,0,1,1,0
2019-04-09,369.36,14.8979236111111,15,14.5714285714286,2.25944444444444,0,0,1,1,0
2019-04-10,532.84,15.3560909090909,15.5,15.1428571428571,2.54615384615385,0,0,1,1,0
2019-04-11,343.47,15.3576503496503,16,15.7142857142857,3.13902097902098,0,0,1,1,0
2019-04-12,92.61,15.257985915493,16.5,16.2857142857143,4.36077464788732,0,0,1,1,0
2019-04-13,181.23,15.5653426573427,17,16.8571428571429,4.97013986013986,0,0,1,1,0
2019-04-14,51.05,15.2632847222222,17.5,17.4285714285714,6.50534725,0,0,1,1,0
2019-04-15,407.05,14.8125734265734,18,18,6.47671327272727,0,0,0,0,0
2019-04-16,540.79,13.5407152777778,17.8571428571429,16,6.8577083125,0,0,1,1,0
2019-04-17,459.1,14.1339861111111,17.7142857142857,14,6.64159722916667,0,0,1,1,0
2019-04-18,473.19,15.1393286713287,17.5714285714286,12,6.58615381818182,0,0,1,1,0
2019-04-19,85.34,16.0140571428571,17.4285714285714,10,7.69607145,0,0,1,1,0
2019-04-20,242.65,15.4131875,17.2857142857143,8,8.4627778125,0,0,1,1,0
2019-04-21,564.31,15.1144255319149,17.1428571428571,6,6.38836878723404,0,0,1,1,0
2019-04-22,573.39,15.4306056338028,17,4,5.36943661971831,0,0,0,0,0
2019-04-23,543.81,15.7102307692308,16.2857142857143,4.28571428571429,4.48153846153846,0,0,1,1,0
2019-04-24,413.83,17.1243680555556,15.5714285714286,4.57142857142857,3.88854166666667,0,0,1,1,0
2019-04-25,382.44,17.5285104895105,14.8571428571429,4.85714285714286,3.66426573426573,0,0,1,1,0
2019-04-26,187.71,17.2458581560284,14.1428571428571,5.14285714285714,3.54978723404255,0,0,1,1,0
2019-04-27,580.64,16.1353846153846,13.4285714285714,5.42857142857143,2.71216783216783,0,0,1,1,0
2019-04-28,531.1,16.876986013986,12.7142857142857,5.71428571428571,1.7948951048951,0,0,1,1,0
2019-04-29,371.67,17.0728671328671,12,6,1.83804195804196,0,0,0,0,0
2019-04-30,521.03,16.6152027972028,11.7142857142857,5.28571428571429,1.7172027972028,0,0,1,1,0
2019-05-01,567.35,18.2273006993007,11.4285714285714,4.57142857142857,1.44013986013986,0,0,1,1,0
2019-05-02,477.93,19.7340915492958,11.1428571428571,3.85714285714286,1.75528169014085,0,0,1,1,0
2019-05-03,516.03,20.7595594405594,10.8571428571429,3.14285714285714,2.31636363636364,0,0,1,1,0
2019-05-04,412.06,21.4428680555556,10.5714285714286,2.42857142857143,2.76534722222222,0,0,1,1,0
2019-05-05,262.1,21.4737112676056,10.2857142857143,1.71428571428571,3.0280985915493,0,0,1,1,0
2019-05-06,596.91,21.1096083916084,10,1,2.80328671328671,0,0,0,0,0
2019-05-07,400.52,20.4983055555556,10,2,3.30569444444444,0,0,1,1,0
2019-05-08,608.75,20.837041958042,10,3,3.06202797202797,0,0,1,1,0
2019-05-09,421.93,21.3182464788732,10,4,3.47633802816901,0,0,1,1,0
