"datetime","AirTemp_C_mean","PAR_umolm2s_mean","WindSpeed_ms_mean","Flow_cms_mean","Temp_C_mean","SRP_ugL","DIN_ugL","LightAttenuation_Kd","Chla_ugL_mean","Flag_AirTemp_C_mean","Flag_PAR_umolm2s_mean","Flag_WindSpeed_ms_mean","Flag_Flow_cms_mean","Flag_Temp_C_mean","Flag_SRP_ugL","Flag_DIN_ugL","Flag_LightAttenuation_Kd","Flag_Chla_ugL_mean"
2021-10-28,14.12,120.04,1.67,0.00847916666666666,15.3971538461538,4,45.3333333333333,1.26285714285714,9.78398605594406,0,0,0,0,0,1,1,1,0
2021-10-29,15.83,225.86,1.94,0.0173333333333333,15.0912112676056,4,58.4444444444444,1.27904761904762,11.2673943380282,0,0,0,0,0,1,1,1,0
2021-10-30,14.22,114.27,0.88,0.00990625,15.2333706293706,4,71.5555555555556,1.2952380952381,13.5705594475524,0,0,0,0,0,1,1,1,0
2021-10-31,13.98,187.16,1.96,0.00825,15.2244195804196,4,84.6666666666667,1.31142857142857,14.452027972028,0,0,0,0,0,1,1,1,0
2021-11-01,13.42,243.01,2.85,0.008,14.9887361111111,4,97.7777777777778,1.32761904761905,15.5629861111111,0,0,0,0,0,1,1,1,0
2021-11-02,8.88,44.19,2.5,0.00876041666666666,14.4794965034965,4,110.888888888889,1.34380952380952,13.2496503426573,0,0,0,0,0,1,1,1,0
2021-11-03,5.61,230.95,2.29,0.008,13.7381111111111,4,124,1.36,13.8464583263889,0,0,0,0,0,0,0,0,0
2021-11-04,5.98,183.26,0.99,0.008,13.1993333333333,4.6,117.4,1.34953846153846,11.2424999791667,0,0,0,0,0,1,1,1,0
2021-11-05,4.27,238.66,2.09,0.008,12.6396783216783,5.2,110.8,1.33907692307692,11.9065734685315,0,0,0,0,0,1,1,1,0
2021-11-06,4.79,234.36,1.64,0.008,12.3055625,5.8,104.2,1.32861538461538,14.0816666666667,0,0,0,0,0,1,1,1,0
2021-11-07,9.58,243.73,2.58,0.008,12.0017986111111,6.4,97.6,1.31815384615385,14.3424305347222,0,0,0,0,0,1,1,1,0
2021-11-08,13.3,250.47,4.28,0.00754255319148936,11.7147253521127,7,91,1.30769230769231,18.2118309859155,0,0,0,0,0,0,0,0,0
2021-11-09,16.15,246.54,2.58,0.006875,11.5573125,7.07142857142857,84.9285714285714,1.26708074534161,17.8363194444444,0,0,0,0,0,1,1,1,0
2021-11-10,17.24,247.03,2.07,0.00608333333333333,11.7982447552448,7.14285714285714,78.8571428571429,1.22646918299092,21.2514685314685,0,0,0,0,0,1,1,1,0
2021-11-11,13.87,204.51,1.65,0.00613541666666666,11.8730277777778,7.21428571428571,72.7857142857143,1.18585762064023,24.4966666666667,0,0,0,0,0,1,1,1,0
2021-11-12,14.66,240.52,2,0.0131041666666667,12.0866223776224,7.28571428571429,66.7142857142857,1.14524605828954,30.9575177304965,0,0,0,0,0,1,1,1,0
2021-11-13,8.2,225.05,1.96,0.00728125,12.0618472222222,7.35714285714286,60.6428571428571,1.10463449593884,21.6738888888889,0,0,0,0,0,1,1,1,0
2021-11-14,4.34,164.12,1.73,0.00651041666666666,11.3770069444444,7.42857142857143,54.5714285714286,1.06402293358815,22.7958333402778,0,0,0,0,0,1,1,1,0
2021-11-15,6.64,240.37,2.32,0.00647916666666666,10.7542657342657,7.5,48.5,1.02341137123746,20.8682269503546,0,0,0,0,0,1,1,1,0
2021-11-16,8.6,217.16,1.56,0.006,10.2943333333333,7.57142857142857,42.4285714285714,0.982799808886766,27.3110416666667,0,0,0,0,0,1,1,1,0
2021-11-17,13.28,232.14,1.67,0.006,10.1640763888889,7.64285714285714,36.3571428571429,0.942188246536073,21.5957638888889,0,0,0,0,0,1,1,1,0
2021-11-18,15.04,198.77,2.05,0.00635416666666666,10.5095804195804,7.71428571428571,30.2857142857143,0.90157668418538,26.0013286713287,0,0,0,0,0,1,1,1,0
2021-11-19,8.55,230.19,3.22,0.00613541666666666,10.4591048951049,7.78571428571429,24.2142857142857,0.860965121834687,18.0555943986014,0,0,0,0,0,1,1,1,0
2021-11-20,3.79,193.36,1.25,0.006,9.82092249295775,7.85714285714286,18.1428571428572,0.820353559483994,21.8604929577465,0,0,0,0,0,1,1,1,0
2021-11-21,5.65,99.44,1.26,0.006,9.20013198611111,7.92857142857143,12.0714285714286,0.779741997133302,24.4394444513889,0,0,0,0,0,1,1,1,0
2021-11-22,10.45,130.33,2.44,0.00583333333333333,9.05717023404255,8,6,0.739130434782609,25.9594326241135,0,0,0,0,0,0,0,0,0
