"datetime","depth","variable","observation"
2019-04-01,9,"temperature",6.51202704861111
2019-04-02,0.1,"temperature",10.7464703472222
2019-04-02,1,"temperature",10.6497127083333
2019-04-02,1.6,"temperature",10.8891958041958
2019-04-02,2,"temperature",10.2728578888889
2019-04-02,3,"temperature",9.687899625
2019-04-02,4,"temperature",8.9821370625
2019-04-02,5,"temperature",8.27681457638889
2019-04-02,6,"temperature",7.77294644444444
2019-04-02,7,"temperature",7.31382726388889
2019-04-02,8,"temperature",6.84648041666667
2019-04-02,9,"temperature",6.58407524305556
2019-04-03,0.1,"temperature",10.8523374097222
2019-04-03,1,"temperature",10.43454375
2019-04-03,1.6,"temperature",10.3143380211268
2019-04-03,2,"temperature",10.1978591458333
2019-04-03,3,"temperature",9.90621270138889
2019-04-03,4,"temperature",9.04236921527778
2019-04-03,5,"temperature",8.3507365625
2019-04-03,6,"temperature",7.81858552777778
2019-04-03,7,"temperature",7.37179347222222
2019-04-03,8,"temperature",6.96126910416667
2019-04-03,9,"temperature",6.66711634722222
2019-04-04,0.1,"temperature",11.4616946527778
2019-04-04,1,"temperature",11.1115364583333
2019-04-04,1.6,"temperature",11.0285034965035
2019-04-04,2,"temperature",10.8229742430556
2019-04-04,3,"temperature",10.0438319305556
2019-04-04,4,"temperature",9.11800950694444
2019-04-04,5,"temperature",8.36761979166667
2019-04-04,6,"temperature",7.81506004166667
2019-04-04,7,"temperature",7.42391303472222
2019-04-04,8,"temperature",7.10090869444444
2019-04-04,9,"temperature",6.79778650694444
2019-04-05,0.1,"temperature",12.0336477083333
2019-04-05,1,"temperature",11.9369561111111
2019-04-05,1.6,"temperature",11.9507446808511
2019-04-05,2,"temperature",11.2939041666667
2019-04-05,3,"temperature",9.89206620833333
2019-04-05,4,"temperature",9.10568640277778
2019-04-05,5,"temperature",8.54241181944444
2019-04-05,6,"temperature",7.95876935416667
2019-04-05,7,"temperature",7.46853884722222
2019-04-05,8,"temperature",7.10907059027778
2019-04-05,9,"temperature",6.86537870833333
2019-04-06,0.1,"temperature",12.5053502777778
2019-04-06,1,"temperature",12.1057167361111
2019-04-06,1.6,"temperature",12.0583680555556
2019-04-06,2,"temperature",11.2690208333333
2019-04-06,3,"temperature",10.0440058541667
2019-04-06,4,"temperature",9.15175920833333
2019-04-06,5,"temperature",8.46304697222222
2019-04-06,6,"temperature",7.92573490972222
2019-04-06,7,"temperature",7.49908034027778
2019-04-06,8,"temperature",7.12834350694444
2019-04-06,9,"temperature",6.88266897222222
2019-04-07,0.1,"temperature",13.2125167361111
2019-04-07,1,"temperature",12.4357915972222
2019-04-07,1.6,"temperature",12.5432638888889
2019-04-07,2,"temperature",11.3329954861111
2019-04-07,3,"temperature",10.0706765138889
2019-04-07,4,"temperature",9.14709259722222
2019-04-07,5,"temperature",8.51082165972222
2019-04-07,6,"temperature",7.99618653472222
2019-04-07,7,"temperature",7.53474693055556
2019-04-07,8,"temperature",7.191531
2019-04-07,9,"temperature",6.94530054861111
2019-04-08,0.1,"temperature",14.0570040277778
2019-04-08,1,"temperature",13.6989956944444
2019-04-08,1.6,"temperature",13.541176056338
2019-04-08,2,"temperature",11.5818834722222
2019-04-08,3,"temperature",10.1364450138889
2019-04-08,4,"temperature",9.270910875
2019-04-08,5,"temperature",8.53820546527778
2019-04-08,6,"temperature",8.03092640277778
2019-04-08,7,"temperature",7.62595300694444
2019-04-08,8,"temperature",7.25537229166667
2019-04-08,9,"temperature",7.03774593055556
2019-04-09,0.1,"temperature",15.2843532638889
2019-04-09,1,"temperature",14.6893998611111
2019-04-09,1.6,"temperature",14.8979236111111
2019-04-09,2,"temperature",11.7696715972222
2019-04-09,3,"temperature",10.3064325694444
2019-04-09,4,"temperature",9.27316511805556
2019-04-09,5,"temperature",8.52409170138889
2019-04-09,6,"temperature",8.02773267361111
2019-04-09,7,"temperature",7.68692221527778
2019-04-09,8,"temperature",7.4123435625
2019-04-09,9,"temperature",7.17821772222222
2019-04-10,0.1,"temperature",16.2014060416667
2019-04-10,1,"temperature",15.0099032638889
2019-04-10,1.6,"temperature",15.3560909090909
2019-04-10,2,"temperature",11.7906694444444
2019-04-10,3,"temperature",10.3110141597222
2019-04-10,4,"temperature",9.281551125
2019-04-10,5,"temperature",8.58130013194445
2019-04-10,6,"temperature",8.10892225694444
2019-04-10,7,"temperature",7.76306173611111
2019-04-10,8,"temperature",7.47499988888889
2019-04-10,9,"temperature",7.25354124305556
2019-04-11,0.1,"temperature",15.8606527777778
2019-04-11,1,"temperature",14.6248809027778
2019-04-11,1.6,"temperature",15.3576503496503
2019-04-11,2,"temperature",12.1500302777778
2019-04-11,3,"temperature",10.4049481736111
2019-04-11,4,"temperature",9.26441345833333
2019-04-11,5,"temperature",8.57246439583333
2019-04-11,6,"temperature",8.07604439583333
2019-04-11,7,"temperature",7.78816177083333
2019-04-11,8,"temperature",7.54296065277778
2019-04-11,9,"temperature",7.31091029861111
2019-04-12,0.1,"temperature",15.5286109722222
2019-04-12,1,"temperature",14.7753105555556
2019-04-12,1.6,"temperature",15.257985915493
2019-04-12,2,"temperature",12.3602247916667
2019-04-12,3,"temperature",10.5213075694444
2019-04-12,4,"temperature",9.33259814583333
2019-04-12,5,"temperature",8.60807251388889
2019-04-12,6,"temperature",8.10678945138889
2019-04-12,7,"temperature",7.81664267361111
2019-04-12,8,"temperature",7.58494475
2019-04-12,9,"temperature",7.36370479861111
2019-04-13,0.1,"temperature",15.949665625
2019-04-13,1,"temperature",15.4265018055556
2019-04-13,1.6,"temperature",15.5653426573427
2019-04-13,2,"temperature",12.5695618055556
2019-04-13,3,"temperature",10.4912277083333
2019-04-13,4,"temperature",9.30951923611111
2019-04-13,5,"temperature",8.59071309027778
2019-04-13,6,"temperature",8.12664347222222
2019-04-13,7,"temperature",7.83125047916667
2019-04-13,8,"temperature",7.5840940625
2019-04-13,9,"temperature",7.39964439583333
2019-04-14,0.1,"temperature",15.5750618055556
2019-04-14,1,"temperature",14.7720422916667
2019-04-14,1.6,"temperature",15.2632847222222
2019-04-14,2,"temperature",12.4956586805556
2019-04-14,3,"temperature",10.5607376388889
2019-04-14,4,"temperature",9.3488545
2019-04-14,5,"temperature",8.61566053472222
2019-04-14,6,"temperature",8.113463
2019-04-14,7,"temperature",7.83578465972222
2019-04-14,8,"temperature",7.61307200694444
2019-04-14,9,"temperature",7.40841497916667
2019-04-15,0.1,"temperature",14.8674958741259
2019-04-15,1,"temperature",14.6355173426573
2019-04-15,1.6,"temperature",14.8125734265734
2019-04-15,2,"temperature",13.307650979021
2019-04-15,3,"temperature",10.6911697342657
2019-04-15,4,"temperature",9.36351517482517
2019-04-15,5,"temperature",8.62426695104895
2019-04-15,6,"temperature",8.2283407972028
2019-04-15,7,"temperature",7.95108538461538
2019-04-15,8,"temperature",7.7181059020979
2019-04-15,9,"temperature",7.57388221678322
2019-04-16,0.1,"temperature",13.7786090972222
2019-04-16,1,"temperature",13.3932847222222
2019-04-16,1.6,"temperature",13.5407152777778
2019-04-16,2,"temperature",12.6862229166667
2019-04-16,3,"temperature",11.1757636527778
2019-04-16,4,"temperature",9.54377080555556
2019-04-16,5,"temperature",8.73119880555556
2019-04-16,6,"temperature",8.26045463888889
2019-04-16,7,"temperature",8.02713219444444
2019-04-16,8,"temperature",7.85260263194444
2019-04-16,9,"temperature",7.73577704861111
2019-04-17,0.1,"temperature",14.9365002083333
2019-04-17,1,"temperature",14.0188727083333
2019-04-17,1.6,"temperature",14.1339861111111
2019-04-17,2,"temperature",12.3369685416667
2019-04-17,3,"temperature",10.7348401041667
2019-04-17,4,"temperature",9.51662323611111
2019-04-17,5,"temperature",8.78870497916667
2019-04-17,6,"temperature",8.31856010416667
2019-04-17,7,"temperature",8.07033895833333
2019-04-17,8,"temperature",7.87571389583333
2019-04-17,9,"temperature",7.75602756944444
2019-04-18,0.1,"temperature",15.8747124305556
2019-04-18,1,"temperature",14.7999389583333
2019-04-18,1.6,"temperature",15.1393286713287
2019-04-18,2,"temperature",12.4172938194444
2019-04-18,3,"temperature",10.846399375
2019-04-18,4,"temperature",9.479641125
2019-04-18,5,"temperature",8.72097136805556
2019-04-18,6,"temperature",8.29309822916667
2019-04-18,7,"temperature",8.07253880555556
2019-04-18,8,"temperature",7.89700802777778
2019-04-18,9,"temperature",7.77573854166667
2019-04-19,0.1,"temperature",16.4417306944444
2019-04-19,1,"temperature",15.5204283333333
2019-04-19,1.6,"temperature",16.0140571428571
2019-04-19,2,"temperature",12.6268875694444
2019-04-19,3,"temperature",10.8501771527778
2019-04-19,4,"temperature",9.49889449305556
2019-04-19,5,"temperature",8.7424293125
2019-04-19,6,"temperature",8.32321931944444
2019-04-19,7,"temperature",8.09171720138889
2019-04-19,8,"temperature",7.91663404861111
2019-04-19,9,"temperature",7.80035015972222
2019-04-20,0.1,"temperature",15.6105895138889
2019-04-20,1,"temperature",15.0237203472222
2019-04-20,1.6,"temperature",15.4131875
2019-04-20,2,"temperature",12.9676665277778
2019-04-20,3,"temperature",10.8871600694444
2019-04-20,4,"temperature",9.50550013888889
2019-04-20,5,"temperature",8.73839229861111
2019-04-20,6,"temperature",8.32588413194444
2019-04-20,7,"temperature",8.11055372222222
2019-04-20,8,"temperature",7.94859672222222
2019-04-20,9,"temperature",7.83038433333333
2019-04-21,0.1,"temperature",15.3840807638889
2019-04-21,1,"temperature",15.1973596527778
2019-04-21,1.6,"temperature",15.1144255319149
2019-04-21,2,"temperature",14.4259770833333
2019-04-21,3,"temperature",11.1420277152778
2019-04-21,4,"temperature",9.65262419444444
2019-04-21,5,"temperature",8.81471507638889
2019-04-21,6,"temperature",8.36062936111111
2019-04-21,7,"temperature",8.1414614375
2019-04-21,8,"temperature",7.97230572222222
2019-04-21,9,"temperature",7.84216514583333
2019-04-22,0.1,"temperature",15.9490229861111
2019-04-22,1,"temperature",15.1824077083333
2019-04-22,1.6,"temperature",15.4306056338028
2019-04-22,2,"temperature",14.3166640972222
2019-04-22,3,"temperature",11.0782154861111
2019-04-22,4,"temperature",9.58765270833333
2019-04-22,5,"temperature",8.79809422222222
2019-04-22,6,"temperature",8.38559663888889
2019-04-22,7,"temperature",8.18299230555555
2019-04-22,8,"temperature",8.02482015972222
2019-04-22,9,"temperature",7.90131075
2019-04-23,0.1,"temperature",16.313960625
2019-04-23,1,"temperature",15.7400874305556
2019-04-23,1.6,"temperature",15.7102307692308
2019-04-23,2,"temperature",13.9813646527778
2019-04-23,3,"temperature",11.1082236111111
2019-04-23,4,"temperature",9.62927970138889
2019-04-23,5,"temperature",8.86499891666667
2019-04-23,6,"temperature",8.42242435416667
2019-04-23,7,"temperature",8.20002980555556
2019-04-23,8,"temperature",8.03041978472222
2019-04-23,9,"temperature",7.906306375
2019-04-24,0.1,"temperature",18.1932425694444
2019-04-24,1,"temperature",16.1909270138889
2019-04-24,1.6,"temperature",17.1243680555556
2019-04-24,2,"temperature",14.069093125
2019-04-24,3,"temperature",11.4087495833333
2019-04-24,4,"temperature",9.71365409027778
2019-04-24,5,"temperature",8.84743778472222
2019-04-24,6,"temperature",8.43657684027778
2019-04-24,7,"temperature",8.22879749305556
2019-04-24,8,"temperature",8.09485727083333
2019-04-24,9,"temperature",8.003487
2019-04-25,0.1,"temperature",18.3995520833333
2019-04-25,1,"temperature",16.6066686111111
2019-04-25,1.6,"temperature",17.5285104895105
2019-04-25,2,"temperature",14.2196327777778
2019-04-25,3,"temperature",11.3572424305556
2019-04-25,4,"temperature",9.68232393055556
2019-04-25,5,"temperature",8.91277717361111
2019-04-25,6,"temperature",8.46598920833333
2019-04-25,7,"temperature",8.25103085416667
2019-04-25,8,"temperature",8.13950196527778
2019-04-25,9,"temperature",8.06449589583333
2019-04-26,0.1,"temperature",17.3380414583333
2019-04-26,1,"temperature",16.5634918055556
2019-04-26,1.6,"temperature",17.2458581560284
2019-04-26,2,"temperature",14.81365125
2019-04-26,3,"temperature",11.5359477777778
2019-04-26,4,"temperature",9.74623921527778
2019-04-26,5,"temperature",8.91251117361111
2019-04-26,6,"temperature",8.475303875
2019-04-26,7,"temperature",8.29052776388889
2019-04-26,8,"temperature",8.16816515972222
2019-04-26,9,"temperature",8.0698655625
2019-04-27,0.1,"temperature",16.4512576388889
2019-04-27,1,"temperature",16.0791449305556
2019-04-27,1.6,"temperature",16.1353846153846
2019-04-27,2,"temperature",14.742234375
2019-04-27,3,"temperature",11.6566008333333
2019-04-27,4,"temperature",9.84332011805556
2019-04-27,5,"temperature",8.98593558333333
2019-04-27,6,"temperature",8.55157123611111
2019-04-27,7,"temperature",8.35778491666667
2019-04-27,8,"temperature",8.21235685416667
2019-04-27,9,"temperature",8.10402385416667
2019-04-28,0.1,"temperature",17.3229834722222
2019-04-28,1,"temperature",16.9114445138889
2019-04-28,1.6,"temperature",16.876986013986
2019-04-28,2,"temperature",15.5232911805556
2019-04-28,3,"temperature",11.8553545138889
2019-04-28,4,"temperature",9.86369438194444
2019-04-28,5,"temperature",8.979182125
2019-04-28,6,"temperature",8.55510329861111
2019-04-28,7,"temperature",8.37368730555556
2019-04-28,8,"temperature",8.22992702777778
2019-04-28,9,"temperature",8.10892445833333
2019-04-29,0.1,"temperature",17.0177270138889
2019-04-29,1,"temperature",16.6070497222222
2019-04-29,1.6,"temperature",17.0728671328671
2019-04-29,2,"temperature",15.1936296527778
2019-04-29,3,"temperature",12.2081998611111
2019-04-29,4,"temperature",9.95879778472222
2019-04-29,5,"temperature",9.06625240277778
2019-04-29,6,"temperature",8.63173823611111
2019-04-29,7,"temperature",8.410338875
2019-04-29,8,"temperature",8.26085368055556
2019-04-29,9,"temperature",8.14797
2019-04-30,0.1,"temperature",17.3210301388889
2019-04-30,1,"temperature",16.7374515277778
2019-04-30,1.6,"temperature",16.6152027972028
2019-04-30,2,"temperature",15.4636099305556
2019-04-30,3,"temperature",12.1777905555556
2019-04-30,4,"temperature",10.041323625
2019-04-30,5,"temperature",9.09853855555556
2019-04-30,6,"temperature",8.61587909722222
2019-04-30,7,"temperature",8.42537835416667
2019-04-30,8,"temperature",8.28909604166667
2019-04-30,9,"temperature",8.16265123611111
2019-05-01,0.1,"temperature",19.0704658333333
2019-05-01,1,"temperature",17.7441511805556
2019-05-01,1.6,"temperature",18.2273006993007
2019-05-01,2,"temperature",15.6290166666667
2019-05-01,3,"temperature",12.4187740277778
2019-05-01,4,"temperature",10.0901740625
2019-05-01,5,"temperature",9.12267875
2019-05-01,6,"temperature",8.65761613888889
2019-05-01,7,"temperature",8.45451907638889
2019-05-01,8,"temperature",8.29313911111111
2019-05-01,9,"temperature",8.17882345833333
2019-05-02,0.1,"temperature",20.3317672222222
2019-05-02,1,"temperature",19.5190757638889
2019-05-02,1.6,"temperature",19.7340915492958
2019-05-02,2,"temperature",15.887614375
2019-05-02,3,"temperature",12.5713561111111
2019-05-02,4,"temperature",10.1942433194444
2019-05-02,5,"temperature",9.17358518055556
2019-05-02,6,"temperature",8.67795708333333
2019-05-02,7,"temperature",8.46098582638889
2019-05-02,8,"temperature",8.30900051388889
2019-05-02,9,"temperature",8.17756822222222
2019-05-03,0.1,"temperature",21.3696020833333
2019-05-03,1,"temperature",20.141096875
2019-05-03,1.6,"temperature",20.7595594405594
2019-05-03,2,"temperature",16.2008903472222
2019-05-03,3,"temperature",12.6949460416667
2019-05-03,4,"temperature",10.2425236319444
2019-05-03,5,"temperature",9.22614393055556
2019-05-03,6,"temperature",8.70790547916667
2019-05-03,7,"temperature",8.49815319444444
2019-05-03,8,"temperature",8.33584063888889
2019-05-03,9,"temperature",8.20251397916667
2019-05-04,0.1,"temperature",21.9646890277778
2019-05-04,1,"temperature",20.7114835416667
2019-05-04,1.6,"temperature",21.4428680555556
2019-05-04,2,"temperature",16.4585282638889
2019-05-04,3,"temperature",12.7684251388889
2019-05-04,4,"temperature",10.29848875
2019-05-04,5,"temperature",9.26556520138889
2019-05-04,6,"temperature",8.72540938888889
2019-05-04,7,"temperature",8.51566742361111
2019-05-04,8,"temperature",8.35037696527778
2019-05-04,9,"temperature",8.21139313194444
2019-05-05,0.1,"temperature",21.7057686805556
2019-05-05,1,"temperature",20.7578927083333
2019-05-05,1.6,"temperature",21.4737112676056
2019-05-05,2,"temperature",16.6555740972222
2019-05-05,3,"temperature",12.9709731944444
2019-05-05,4,"temperature",10.3717595833333
2019-05-05,5,"temperature",9.27906147916667
2019-05-05,6,"temperature",8.74891917361111
2019-05-05,7,"temperature",8.52969783333333
2019-05-05,8,"temperature",8.36730383333333
2019-05-05,9,"temperature",8.21507939583333
2019-05-06,0.1,"temperature",21.6300114583333
2019-05-06,1,"temperature",20.5066155555556
2019-05-06,1.6,"temperature",21.1096083916084
2019-05-06,2,"temperature",16.8319865277778
2019-05-06,3,"temperature",12.9358884027778
2019-05-06,4,"temperature",10.4717872916667
2019-05-06,5,"temperature",9.35007350694444
2019-05-06,6,"temperature",8.78204688888889
2019-05-06,7,"temperature",8.56913547222222
2019-05-06,8,"temperature",8.3880426875
2019-05-06,9,"temperature",8.23776647222222
2019-05-07,0.1,"temperature",20.888325
2019-05-07,1,"temperature",20.4304167361111
2019-05-07,1.6,"temperature",20.4983055555556
2019-05-07,2,"temperature",16.9879715277778
2019-05-07,3,"temperature",13.2012832638889
2019-05-07,4,"temperature",10.5688517361111
2019-05-07,5,"temperature",9.37696756944444
2019-05-07,6,"temperature",8.81922191666667
2019-05-07,7,"temperature",8.58248078472222
2019-05-07,8,"temperature",8.41176669444445
2019-05-07,9,"temperature",8.25514078472222
2019-05-08,0.1,"temperature",21.6259036111111
2019-05-08,1,"temperature",20.7314939583333
2019-05-08,1.6,"temperature",20.837041958042
2019-05-08,2,"temperature",17.2930881944444
2019-05-08,3,"temperature",13.3000552777778
2019-05-08,4,"temperature",10.617628125
2019-05-08,5,"temperature",9.44789377083333
2019-05-08,6,"temperature",8.84758865277778
2019-05-08,7,"temperature",8.59214238888889
2019-05-08,8,"temperature",8.4227354375
2019-05-08,9,"temperature",8.27520688194445
2019-05-09,0.1,"temperature",21.9774679166667
2019-05-09,1,"temperature",20.7581030555556
2019-05-09,1.6,"temperature",21.3182464788732
2019-05-09,2,"temperature",17.5899329166667
2019-05-09,3,"temperature",13.4350395833333
2019-05-09,4,"temperature",10.6819336111111
2019-05-09,5,"temperature",9.47028396527778
2019-05-09,6,"temperature",8.87976620138889
2019-05-09,7,"temperature",8.62011446527778
2019-05-09,8,"temperature",8.45258754861111
2019-05-09,9,"temperature",8.31242414583333
2019-05-10,0.1,"temperature",21.8508247222222
2019-05-10,1,"temperature",21.0934046527778
2019-05-10,1.6,"temperature",21.306875
2019-05-10,2,"temperature",17.9034375694444
2019-05-10,3,"temperature",13.5316852083333
2019-05-10,4,"temperature",10.7561829166667
2019-05-10,5,"temperature",9.51028905555556
2019-05-10,6,"temperature",8.89559877777778
2019-05-10,7,"temperature",8.63306424305556
2019-05-10,8,"temperature",8.46138339583333
2019-05-10,9,"temperature",8.31683878472222
2019-05-11,0.1,"temperature",22.0401252777778
2019-05-11,1,"temperature",21.5410763888889
2019-05-11,1.6,"temperature",21.9856923076923
2019-05-11,2,"temperature",18.0009459722222
2019-05-11,3,"temperature",13.6317054861111
2019-05-11,4,"temperature",10.7896515277778
2019-05-11,5,"temperature",9.54256991666667
2019-05-11,6,"temperature",8.92023747222222
2019-05-11,7,"temperature",8.63911136111111
2019-05-11,8,"temperature",8.46844266666667
2019-05-11,9,"temperature",8.31295963888889
2019-05-12,0.1,"temperature",21.6214023611111
2019-05-12,1,"temperature",21.0497289583333
2019-05-12,1.6,"temperature",21.3837832167832
2019-05-12,2,"temperature",18.0409716666667
2019-05-12,3,"temperature",13.7013311111111
2019-05-12,4,"temperature",10.85107
2019-05-12,5,"temperature",9.55673086805556
2019-05-12,6,"temperature",8.92512725694444
2019-05-12,7,"temperature",8.65091127083333
2019-05-12,8,"temperature",8.47936079166667
2019-05-12,9,"temperature",8.337039125
2019-05-13,0.1,"temperature",21.1402377083333
2019-05-13,1,"temperature",20.7825204861111
2019-05-13,1.6,"temperature",21.2186363636364
2019-05-13,2,"temperature",18.2540505555556
2019-05-13,3,"temperature",13.7992697222222
2019-05-13,4,"temperature",10.8904419444444
2019-05-13,5,"temperature",9.58671404861111
2019-05-13,6,"temperature",8.92137969444445
2019-05-13,7,"temperature",8.66169528472222
2019-05-13,8,"temperature",8.52475252083333
2019-05-13,9,"temperature",8.41591029861111
2019-05-14,0.1,"temperature",19.5655597222222
2019-05-14,1,"temperature",19.5175297916667
2019-05-14,1.6,"temperature",19.9073916083916
2019-05-14,2,"temperature",18.89597125
2019-05-14,3,"temperature",13.9129422222222
2019-05-14,4,"temperature",11.02089
2019-05-14,5,"temperature",9.63915978472222
2019-05-14,6,"temperature",8.95174154166667
2019-05-14,7,"temperature",8.6829845
2019-05-14,8,"temperature",8.57892611111111
2019-05-14,9,"temperature",8.49540220833333
2019-05-15,0.1,"temperature",19.0384056944444
2019-05-15,1,"temperature",18.4763829861111
2019-05-15,1.6,"temperature",18.683390070922
2019-05-15,2,"temperature",17.7945727777778
2019-05-15,3,"temperature",14.0581491666667
2019-05-15,4,"temperature",11.0304595833333
2019-05-15,5,"temperature",9.68581522222222
2019-05-15,6,"temperature",8.97609197916667
2019-05-15,7,"temperature",8.71559692361111
2019-05-15,8,"temperature",8.5974430625
2019-05-15,9,"temperature",8.50362158333333
2019-05-16,0.1,"temperature",19.3866531944444
2019-05-16,1,"temperature",18.8350293055556
2019-05-16,1.6,"temperature",18.859125
2019-05-16,2,"temperature",17.6283399305556
2019-05-16,3,"temperature",14.2358889583333
2019-05-16,4,"temperature",11.1390030555556
2019-05-16,5,"temperature",9.72595046527778
2019-05-16,6,"temperature",9.00938732638889
2019-05-16,7,"temperature",8.7430528125
2019-05-16,8,"temperature",8.60870890972222
2019-05-16,9,"temperature",8.50616281944444
2019-05-17,0.1,"temperature",19.9126808333333
2019-05-17,1,"temperature",19.3237191666667
2019-05-17,1.6,"temperature",19.4802638888889
2019-05-17,2,"temperature",17.7334207638889
2019-05-17,3,"temperature",14.4802108333333
2019-05-17,4,"temperature",11.2024467361111
2019-05-17,5,"temperature",9.78287919444444
2019-05-17,6,"temperature",9.05805697222222
2019-05-17,7,"temperature",8.76809584722222
2019-05-17,8,"temperature",8.61776798611111
2019-05-17,9,"temperature",8.5202706875
2019-05-18,0.1,"temperature",22.0407972222222
2019-05-18,1,"temperature",20.0991018055556
2019-05-18,1.6,"temperature",20.3570694444444
2019-05-18,2,"temperature",17.9696111805556
2019-05-18,3,"temperature",14.6097356944444
2019-05-18,4,"temperature",11.3362420138889
2019-05-18,5,"temperature",9.84273947222222
2019-05-18,6,"temperature",9.09888840277778
2019-05-18,7,"temperature",8.79696463194444
2019-05-18,8,"temperature",8.63727673611111
2019-05-18,9,"temperature",8.53458682638889
2019-05-19,0.1,"temperature",22.156768125
2019-05-19,1,"temperature",20.4478238888889
2019-05-19,1.6,"temperature",20.7769020979021
2019-05-19,2,"temperature",18.35835875
2019-05-19,3,"temperature",14.7730644444444
2019-05-19,4,"temperature",11.36242
2019-05-19,5,"temperature",9.85174355555556
2019-05-19,6,"temperature",9.12020536805556
2019-05-19,7,"temperature",8.82287004166667
2019-05-19,8,"temperature",8.6578305625
2019-05-19,9,"temperature",8.54459801388889
2019-05-20,0.1,"temperature",23.14168
2019-05-20,1,"temperature",22.02701625
2019-05-20,1.6,"temperature",21.8570845070423
2019-05-20,2,"temperature",18.5813022916667
2019-05-20,3,"temperature",15.0329683333333
2019-05-20,4,"temperature",11.4992666666667
2019-05-20,5,"temperature",9.9325891875
2019-05-20,6,"temperature",9.15731008333333
2019-05-20,7,"temperature",8.83532164583333
2019-05-20,8,"temperature",8.67049963194444
2019-05-20,9,"temperature",8.54343691666667
2019-05-21,0.1,"temperature",23.3860145138889
2019-05-21,1,"temperature",22.6663090277778
2019-05-21,1.6,"temperature",21.11225
2019-05-21,2,"temperature",19.0382526388889
2019-05-21,3,"temperature",15.0517657638889
2019-05-21,4,"temperature",11.6557409722222
2019-05-21,5,"temperature",9.99265088194444
2019-05-21,6,"temperature",9.1893651875
2019-05-21,7,"temperature",8.854818125
2019-05-21,8,"temperature",8.68628125
2019-05-21,9,"temperature",8.54078608333333
2019-05-22,0.1,"temperature",22.4244716666667
2019-05-22,1,"temperature",21.9554600694444
2019-05-22,1.6,"temperature",21.2456524822695
2019-05-22,2,"temperature",19.3708422916667
2019-05-22,3,"temperature",15.3185789583333
2019-05-22,4,"temperature",11.7465824305556
2019-05-22,5,"temperature",10.0235908819444
2019-05-22,6,"temperature",9.22468497222222
2019-05-22,7,"temperature",8.87556543055556
2019-05-22,8,"temperature",8.70081858333333
2019-05-22,9,"temperature",8.56414605555556
2019-05-23,0.1,"temperature",23.4198557638889
2019-05-23,1,"temperature",22.3828154166667
2019-05-23,1.6,"temperature",21.6685
2019-05-23,2,"temperature",19.6006332638889
2019-05-23,3,"temperature",15.4761795138889
2019-05-23,4,"temperature",11.8770568055556
2019-05-23,5,"temperature",10.1090846041667
2019-05-23,6,"temperature",9.25171386111111
2019-05-23,7,"temperature",8.89889270833333
2019-05-23,8,"temperature",8.72777854861111
2019-05-23,9,"temperature",8.56799402083333
2019-05-24,0.1,"temperature",24.5924298611111
2019-05-24,1,"temperature",22.9787520833333
2019-05-24,1.6,"temperature",21.9401188811189
2019-05-24,2,"temperature",19.9983560416667
2019-05-24,3,"temperature",15.5829590277778
2019-05-24,4,"temperature",11.9664047916667
2019-05-24,5,"temperature",10.1754412291667
2019-05-24,6,"temperature",9.29477375
2019-05-24,7,"temperature",8.9227324375
2019-05-24,8,"temperature",8.72975917361111
2019-05-24,9,"temperature",8.58960047916667
2019-05-25,0.1,"temperature",24.8097059027778
2019-05-25,1,"temperature",23.5066305555556
2019-05-25,1.6,"temperature",22.3720625
2019-05-25,2,"temperature",20.2782157638889
2019-05-25,3,"temperature",15.7801961805556
2019-05-25,4,"temperature",12.0554677083333
2019-05-25,5,"temperature",10.2115376388889
2019-05-25,6,"temperature",9.31007451388889
2019-05-25,7,"temperature",8.93880779861111
2019-05-25,8,"temperature",8.75683638888889
2019-05-25,9,"temperature",8.60640803472222
2019-05-26,0.1,"temperature",25.6228644444444
2019-05-26,1,"temperature",24.5258972916667
2019-05-26,1.6,"temperature",23.0235384615385
2019-05-26,2,"temperature",20.6778752777778
2019-05-26,3,"temperature",15.9164351388889
2019-05-26,4,"temperature",12.189675
2019-05-26,5,"temperature",10.2878802777778
2019-05-26,6,"temperature",9.34408025694444
2019-05-26,7,"temperature",8.96649528472222
2019-05-26,8,"temperature",8.75989020138889
2019-05-26,9,"temperature",8.6259528125
2019-05-27,0.1,"temperature",25.9640497222222
2019-05-27,1,"temperature",24.7124949305556
2019-05-27,1.6,"temperature",23.4758680555556
2019-05-27,2,"temperature",21.0666601388889
2019-05-27,3,"temperature",16.0926903472222
2019-05-27,4,"temperature",12.3413379861111
2019-05-27,5,"temperature",10.3696852083333
2019-05-27,6,"temperature",9.38066336805556
2019-05-27,7,"temperature",8.98300463194444
2019-05-27,8,"temperature",8.78654354861111
2019-05-27,9,"temperature",8.65637929166667
2019-05-28,0.1,"temperature",25.9640046527778
2019-05-28,1,"temperature",24.8849735416667
2019-05-28,1.6,"temperature",23.7248611111111
2019-05-28,2,"temperature",21.2571033333333
2019-05-28,3,"temperature",16.2859443055556
2019-05-28,4,"temperature",12.3886382638889
2019-05-28,5,"temperature",10.4249820138889
2019-05-28,6,"temperature",9.42777926388889
2019-05-28,7,"temperature",9.01016338888889
2019-05-28,8,"temperature",8.81166202777778
2019-05-28,9,"temperature",8.66616075
2019-05-29,0.1,"temperature",25.8986509722222
2019-05-29,1,"temperature",25.0556324305556
2019-05-29,1.6,"temperature",24.0392847222222
