"datetime","depth","variable","observation"
2023-03-03,0.1,"temperature",10.0118223055556
2023-03-03,1,"temperature",9.97115345833333
2023-03-03,1.6,"temperature",10.1217062937063
2023-03-03,2,"temperature",10.0119123680556
2023-03-03,3,"temperature",9.58598604166667
2023-03-03,4,"temperature",8.79055511111111
2023-03-03,5,"temperature",7.65315184027778
2023-03-03,6,"temperature",7.13463458333333
2023-03-03,7,"temperature",6.85599791666667
2023-03-03,8,"temperature",6.69639945138889
2023-03-03,9,"temperature",6.59320802777778
2023-03-04,0.1,"temperature",9.44061055555556
2023-03-04,1,"temperature",9.361458875
2023-03-04,1.6,"temperature",9.31045772535211
2023-03-04,2,"temperature",9.30787363888889
2023-03-04,3,"temperature",9.21108497916667
2023-03-04,4,"temperature",9.02707310416667
2023-03-04,5,"temperature",8.70726686805556
2023-03-04,6,"temperature",7.88043201388889
2023-03-04,7,"temperature",7.049000625
2023-03-04,8,"temperature",6.77104904166667
2023-03-04,9,"temperature",6.637288375
2023-03-05,0.1,"temperature",10.0552203472222
2023-03-05,1,"temperature",9.79776700694444
2023-03-05,1.6,"temperature",9.36902800699301
2023-03-05,2,"temperature",9.51450185416667
2023-03-05,3,"temperature",9.04668953472222
2023-03-05,4,"temperature",8.84493766666667
2023-03-05,5,"temperature",8.59219444444444
2023-03-05,6,"temperature",8.15001083333333
2023-03-05,7,"temperature",7.27926988194444
2023-03-05,8,"temperature",6.821392875
2023-03-05,9,"temperature",6.66553454166667
2023-03-06,0.1,"temperature",10.0560288819444
2023-03-06,1,"temperature",9.79394059722222
2023-03-06,1.6,"temperature",9.55431250694444
2023-03-06,2,"temperature",9.56344463194444
2023-03-06,3,"temperature",8.9785959375
2023-03-06,4,"temperature",8.72537213194444
2023-03-06,5,"temperature",8.46433959027778
2023-03-06,6,"temperature",8.0524455625
2023-03-06,7,"temperature",7.32567759027778
2023-03-06,8,"temperature",6.90199993055556
2023-03-06,9,"temperature",6.76828294444444
2023-03-07,0.1,"temperature",10.5699685073529
2023-03-07,1,"temperature",10.4312594705882
2023-03-07,1.6,"temperature",10.0699193709677
2023-03-07,2,"temperature",10.1959996029412
2023-03-07,3,"temperature",9.77313000735294
2023-03-07,4,"temperature",9.46890635294118
2023-03-07,5,"temperature",9.19580876470588
2023-03-07,6,"temperature",8.74218823529412
2023-03-07,7,"temperature",7.68727730147059
2023-03-07,8,"temperature",7.40432297794118
2023-03-07,9,"temperature",7.35765691176471
2023-03-08,0.1,"temperature",9.84613745833333
2023-03-08,1,"temperature",9.74328594444444
2023-03-08,1.6,"temperature",9.81265738461538
2023-03-08,2,"temperature",9.73305760416667
2023-03-08,3,"temperature",9.69614179166667
2023-03-08,4,"temperature",9.58970833333333
2023-03-08,5,"temperature",9.55563735416667
2023-03-08,6,"temperature",9.418843625
2023-03-08,7,"temperature",8.72882576388889
2023-03-08,8,"temperature",8.07005354166667
2023-03-08,9,"temperature",7.93139267361111
2023-03-09,0.1,"temperature",9.96237229166667
2023-03-09,1,"temperature",9.73391221527778
2023-03-09,1.6,"temperature",9.49821528472222
2023-03-09,2,"temperature",9.44791050694444
2023-03-09,3,"temperature",9.24931952083333
2023-03-09,4,"temperature",9.12140234027778
2023-03-09,5,"temperature",9.08345688194444
2023-03-09,6,"temperature",8.95942629166667
2023-03-09,7,"temperature",8.63742195138889
2023-03-09,8,"temperature",8.5363936875
2023-03-09,9,"temperature",8.49672208333333
2023-03-10,0.1,"temperature",9.58298972222222
2023-03-10,1,"temperature",9.43471332638889
2023-03-10,1.6,"temperature",9.27792304195804
2023-03-10,2,"temperature",9.34743499305556
2023-03-10,3,"temperature",9.12145913888889
2023-03-10,4,"temperature",8.88775613194444
2023-03-10,5,"temperature",8.7362899375
2023-03-10,6,"temperature",8.63626498611111
2023-03-10,7,"temperature",8.61487815972222
2023-03-10,8,"temperature",8.587617875
2023-03-10,9,"temperature",8.56114370833333
2023-03-11,0.1,"temperature",8.9918046875
2023-03-11,1,"temperature",8.9391816875
2023-03-11,1.6,"temperature",8.99390277777778
2023-03-11,2,"temperature",8.97789284722222
2023-03-11,3,"temperature",8.95496176388889
2023-03-11,4,"temperature",8.85156251388889
2023-03-11,5,"temperature",8.82811739583333
2023-03-11,6,"temperature",8.76150261805556
2023-03-11,7,"temperature",8.71588857638889
2023-03-11,8,"temperature",8.67648654861111
2023-03-11,9,"temperature",8.63945622916667
2023-03-12,0.1,"temperature",8.40182300694445
2023-03-12,1,"temperature",8.36082860416667
2023-03-12,1.6,"temperature",8.54124110638298
2023-03-12,2,"temperature",8.42418013888889
2023-03-12,3,"temperature",8.42055063888889
2023-03-12,4,"temperature",8.33483443055556
2023-03-12,5,"temperature",8.33212484722222
2023-03-12,6,"temperature",8.35014973611111
2023-03-12,7,"temperature",8.34497735416667
2023-03-12,8,"temperature",8.31102757638889
2023-03-12,9,"temperature",8.27020695833333
2023-03-13,0.1,"temperature",8.22158036111111
2023-03-13,1,"temperature",8.12898128472222
2023-03-13,1.6,"temperature",7.97944002
2023-03-13,2,"temperature",8.12058985416667
2023-03-13,3,"temperature",8.03491742361111
2023-03-13,4,"temperature",7.87352002083333
2023-03-13,5,"temperature",7.81155709027778
2023-03-13,6,"temperature",7.7862861875
2023-03-13,7,"temperature",7.77294190277778
2023-03-13,8,"temperature",7.73686744444444
2023-03-13,9,"temperature",7.69597681944444
2023-03-14,0.1,"temperature",7.82781286805556
2023-03-14,1,"temperature",7.78280915972222
2023-03-14,1.6,"temperature",7.93741814545455
2023-03-14,2,"temperature",7.83285465277778
2023-03-14,3,"temperature",7.81112885416667
2023-03-14,4,"temperature",7.71577131944444
2023-03-14,5,"temperature",7.66928247222222
2023-03-14,6,"temperature",7.65034397222222
2023-03-14,7,"temperature",7.64431777777778
2023-03-14,8,"temperature",7.61581602083333
2023-03-14,9,"temperature",7.58669740972222
2023-03-15,0.1,"temperature",7.58191534722222
2023-03-15,1,"temperature",7.50345742361111
2023-03-15,1.6,"temperature",7.57289437323944
2023-03-15,2,"temperature",7.51191906944444
2023-03-15,3,"temperature",7.45453049305556
2023-03-15,4,"temperature",7.34189605555556
2023-03-15,5,"temperature",7.25043122916667
2023-03-15,6,"temperature",7.17861356944444
2023-03-15,7,"temperature",7.15344227083333
2023-03-15,8,"temperature",7.11552699305556
2023-03-15,9,"temperature",7.0746166875
2023-03-16,0.1,"temperature",7.5307835625
2023-03-16,1,"temperature",7.24740228472222
2023-03-16,1.6,"temperature",7.22407692307692
2023-03-16,2,"temperature",7.19545953472222
2023-03-16,3,"temperature",7.09247647916667
2023-03-16,4,"temperature",6.97268185416667
2023-03-16,5,"temperature",6.94278926388889
2023-03-16,6,"temperature",6.93275913194444
2023-03-16,7,"temperature",6.91334909722222
2023-03-16,8,"temperature",6.87454979861111
2023-03-16,9,"temperature",6.84082728472222
2023-03-17,0.1,"temperature",7.98954918055556
2023-03-17,1,"temperature",7.77635090972222
2023-03-17,1.6,"temperature",7.66798611111111
2023-03-17,2,"temperature",7.65651259722222
2023-03-17,3,"temperature",7.27736130555556
2023-03-17,4,"temperature",6.88278044444444
2023-03-17,5,"temperature",6.77207343055556
2023-03-17,6,"temperature",6.75697215972222
2023-03-17,7,"temperature",6.74676825694444
2023-03-17,8,"temperature",6.71802579861111
2023-03-17,9,"temperature",6.6903625
2023-03-18,0.1,"temperature",8.0438965
2023-03-18,1,"temperature",7.93173547222222
2023-03-18,1.6,"temperature",8.0219375
2023-03-18,2,"temperature",7.86597005555556
2023-03-18,3,"temperature",7.78869629166667
2023-03-18,4,"temperature",7.6743744375
2023-03-18,5,"temperature",7.60770288194444
2023-03-18,6,"temperature",7.35682309027778
2023-03-18,7,"temperature",7.03315027083333
2023-03-18,8,"temperature",6.9657115625
2023-03-18,9,"temperature",6.92625314583333
2023-03-19,0.1,"temperature",7.805267625
2023-03-19,1,"temperature",7.74363633333333
2023-03-19,1.6,"temperature",7.70138190277778
2023-03-19,2,"temperature",7.74373184027778
2023-03-19,3,"temperature",7.69783445833333
2023-03-19,4,"temperature",7.5946888125
2023-03-19,5,"temperature",7.56453547916667
2023-03-19,6,"temperature",7.48102224305556
2023-03-19,7,"temperature",7.39084877083333
2023-03-19,8,"temperature",7.33461309027778
2023-03-19,9,"temperature",7.28922495833333
2023-03-20,0.1,"temperature",8.22755489583333
2023-03-20,1,"temperature",8.02124397222222
2023-03-20,1.6,"temperature",7.81048939716312
2023-03-20,2,"temperature",7.52417222222222
2023-03-20,3,"temperature",7.34877365277778
2023-03-20,4,"temperature",7.22949465972222
2023-03-20,5,"temperature",7.239395
2023-03-20,6,"temperature",7.26368817361111
2023-03-20,7,"temperature",7.26432014583333
2023-03-20,8,"temperature",7.23299041666667
2023-03-20,9,"temperature",7.19599311805556
2023-03-21,0.1,"temperature",7.93953598611111
2023-03-21,1,"temperature",7.71238120138889
2023-03-21,1.6,"temperature",7.80919444444444
2023-03-21,2,"temperature",7.64734311805556
2023-03-21,3,"temperature",7.37041991666667
2023-03-21,4,"temperature",7.05364238888889
2023-03-21,5,"temperature",6.98345073611111
2023-03-21,6,"temperature",6.98597817361111
2023-03-21,7,"temperature",6.98344306944444
2023-03-21,8,"temperature",6.95590251388889
2023-03-21,9,"temperature",6.92929859722222
2023-03-22,0.1,"temperature",8.37098776388889
2023-03-22,1,"temperature",8.14058744444444
2023-03-22,1.6,"temperature",8.02647221527778
2023-03-22,2,"temperature",7.94379773611111
2023-03-22,3,"temperature",7.46231456944444
2023-03-22,4,"temperature",7.06187666666667
2023-03-22,5,"temperature",7.02241726388889
2023-03-22,6,"temperature",7.04489022916667
2023-03-22,7,"temperature",7.04850745138889
2023-03-22,8,"temperature",7.02541109722222
2023-03-22,9,"temperature",7.00225385416667
2023-03-23,0.1,"temperature",9.21443050694444
2023-03-23,1,"temperature",8.86318681944444
2023-03-23,1.6,"temperature",8.42746485211268
2023-03-23,2,"temperature",8.31799938194444
2023-03-23,3,"temperature",7.52401860416667
2023-03-23,4,"temperature",7.13412069444444
2023-03-23,5,"temperature",7.08878702083333
2023-03-23,6,"temperature",7.10296903472222
2023-03-23,7,"temperature",7.10639605555556
2023-03-23,8,"temperature",7.08363148611111
2023-03-23,9,"temperature",7.06145917361111
2023-03-24,0.1,"temperature",11.725159375
2023-03-24,1,"temperature",11.0580436319444
2023-03-24,1.6,"temperature",10.1714305694444
2023-03-24,2,"temperature",9.08329479166667
2023-03-24,3,"temperature",8.14310340277778
2023-03-24,4,"temperature",7.4511101875
2023-03-24,5,"temperature",7.20969179861111
2023-03-24,6,"temperature",7.18913304166667
2023-03-24,7,"temperature",7.18732067361111
2023-03-24,8,"temperature",7.16072354861111
2023-03-24,9,"temperature",7.13686603472222
2023-03-25,0.1,"temperature",11.6980150694444
2023-03-25,1,"temperature",11.20145625
2023-03-25,1.6,"temperature",10.8915524545455
2023-03-25,2,"temperature",9.93941867361111
2023-03-25,3,"temperature",8.30761202083333
2023-03-25,4,"temperature",7.53136190277778
2023-03-25,5,"temperature",7.34178094444444
2023-03-25,6,"temperature",7.3306895
2023-03-25,7,"temperature",7.32837359722222
2023-03-25,8,"temperature",7.30116560416667
2023-03-25,9,"temperature",7.27527144444444
2023-03-26,0.1,"temperature",12.242285
2023-03-26,1,"temperature",11.8307588194444
2023-03-26,1.6,"temperature",11.4972727272727
2023-03-26,2,"temperature",11.1403704305556
2023-03-26,3,"temperature",8.79922405555556
2023-03-26,4,"temperature",7.61001458333333
2023-03-26,5,"temperature",7.41051709027778
2023-03-26,6,"temperature",7.40381339583333
2023-03-26,7,"temperature",7.40129759027778
2023-03-26,8,"temperature",7.37701775
2023-03-26,9,"temperature",7.354319875
2023-03-27,0.1,"temperature",12.8752825
2023-03-27,1,"temperature",12.5129663888889
2023-03-27,1.6,"temperature",12.1409791666667
2023-03-27,2,"temperature",11.6332765972222
2023-03-27,3,"temperature",8.67541922222222
2023-03-27,4,"temperature",7.59241461111111
2023-03-27,5,"temperature",7.46213859027778
2023-03-27,6,"temperature",7.48037352083333
2023-03-27,7,"temperature",7.48558380555556
2023-03-27,8,"temperature",7.46271194444444
2023-03-27,9,"temperature",7.43964484027778
2023-03-28,0.1,"temperature",12.9959510416667
2023-03-28,1,"temperature",12.823755
2023-03-28,1.6,"temperature",12.9374166666667
2023-03-28,2,"temperature",12.194208125
2023-03-28,3,"temperature",9.87041925694444
2023-03-28,4,"temperature",7.99351642361111
2023-03-28,5,"temperature",7.54998007638889
2023-03-28,6,"temperature",7.54878867361111
2023-03-28,7,"temperature",7.553169375
2023-03-28,8,"temperature",7.53057577083333
2023-03-28,9,"temperature",7.50831895833333
2023-03-29,0.1,"temperature",12.5393121527778
2023-03-29,1,"temperature",12.2085421527778
2023-03-29,1.6,"temperature",12.1646111111111
2023-03-29,2,"temperature",12.0182267361111
2023-03-29,3,"temperature",9.40755470138889
2023-03-29,4,"temperature",7.88829470833333
2023-03-29,5,"temperature",7.62514173611111
2023-03-29,6,"temperature",7.62370953472222
2023-03-29,7,"temperature",7.62604371527778
2023-03-29,8,"temperature",7.60269224305556
2023-03-29,9,"temperature",7.57942765277778
2023-03-30,0.1,"temperature",12.4283448611111
2023-03-30,1,"temperature",12.1874382638889
2023-03-30,1.6,"temperature",12.0961468531469
2023-03-30,2,"temperature",11.9661839583333
2023-03-30,3,"temperature",9.63012675
2023-03-30,4,"temperature",7.99109090972222
2023-03-30,5,"temperature",7.69452066666667
2023-03-30,6,"temperature",7.693478
2023-03-30,7,"temperature",7.69650625
2023-03-30,8,"temperature",7.67323851388889
2023-03-30,9,"temperature",7.65129934722222
2023-03-31,0.1,"temperature",12.1678620138889
2023-03-31,1,"temperature",11.9992148611111
2023-03-31,1.6,"temperature",12.0392167832168
2023-03-31,2,"temperature",11.7434945138889
2023-03-31,3,"temperature",9.81518133333333
2023-03-31,4,"temperature",7.98422269444444
2023-03-31,5,"temperature",7.73341868055556
2023-03-31,6,"temperature",7.7532825
2023-03-31,7,"temperature",7.75964413194444
2023-03-31,8,"temperature",7.73858827777778
2023-03-31,9,"temperature",7.71675457638889
2023-04-01,0.1,"temperature",12.4541857638889
2023-04-01,1,"temperature",12.1619805555556
2023-04-01,1.6,"temperature",11.9148391608392
2023-04-01,2,"temperature",11.8173433333333
2023-04-01,3,"temperature",10.2162361527778
2023-04-01,4,"temperature",8.18127210416667
2023-04-01,5,"temperature",7.809272125
2023-04-01,6,"temperature",7.80750117361111
2023-04-01,7,"temperature",7.81051906944444
2023-04-01,8,"temperature",7.78809143055556
2023-04-01,9,"temperature",7.7657270625
2023-04-02,0.1,"temperature",12.8879785416667
2023-04-02,1,"temperature",12.7177161805556
2023-04-02,1.6,"temperature",12.7047972027972
2023-04-02,2,"temperature",12.6071836805556
2023-04-02,3,"temperature",11.9971145138889
2023-04-02,4,"temperature",9.00631741666667
2023-04-02,5,"temperature",7.88567541666667
2023-04-02,6,"temperature",7.87742650694444
2023-04-02,7,"temperature",7.88101614583333
2023-04-02,8,"temperature",7.85863190972222
2023-04-02,9,"temperature",7.83640029166667
2023-04-03,0.1,"temperature",12.4883943055556
2023-04-03,1,"temperature",12.3031070833333
2023-04-03,1.6,"temperature",12.3782097902098
2023-04-03,2,"temperature",12.1717675694444
2023-04-03,3,"temperature",11.4762595833333
2023-04-03,4,"temperature",8.70827184722222
2023-04-03,5,"temperature",7.92929027777778
2023-04-03,6,"temperature",7.94302740277778
2023-04-03,7,"temperature",7.94670163194444
2023-04-03,8,"temperature",7.92325374305556
2023-04-03,9,"temperature",7.90019878472222
2023-04-04,0.1,"temperature",13.5214266428571
2023-04-04,1,"temperature",13.0976732857143
2023-04-04,1.6,"temperature",12.4824210526316
2023-04-04,2,"temperature",12.6742928571429
2023-04-04,3,"temperature",11.6267374285714
2023-04-04,4,"temperature",8.90865026428571
2023-04-04,5,"temperature",7.99243297142857
2023-04-04,6,"temperature",7.99616334285714
2023-04-04,7,"temperature",7.99907897142857
2023-04-04,8,"temperature",7.97683467857143
2023-04-04,9,"temperature",7.9545435
2023-04-05,0.1,"temperature",15.2730841666667
2023-04-05,1,"temperature",14.6368865277778
2023-04-05,1.6,"temperature",13.3114285714286
2023-04-05,2,"temperature",12.962765
2023-04-05,3,"temperature",11.7556617361111
2023-04-05,4,"temperature",9.04291035416667
2023-04-05,5,"temperature",8.05229841666667
2023-04-05,6,"temperature",8.05301811111111
2023-04-05,7,"temperature",8.05702016666667
2023-04-05,8,"temperature",8.03559219444444
2023-04-05,9,"temperature",8.013339875
2023-04-06,0.1,"temperature",17.8474654861111
2023-04-06,1,"temperature",16.8792848611111
2023-04-06,1.6,"temperature",15.8393472222222
2023-04-06,2,"temperature",13.8895084722222
2023-04-06,3,"temperature",11.6947886805556
2023-04-06,4,"temperature",9.20651248611111
2023-04-06,5,"temperature",8.11565740972222
2023-04-06,6,"temperature",8.11223669444444
2023-04-06,7,"temperature",8.11553677777778
2023-04-06,8,"temperature",8.09393690277778
2023-04-06,9,"temperature",8.07222152083333
2023-04-07,0.1,"temperature",16.6359930555556
2023-04-07,1,"temperature",16.4097688194444
2023-04-07,1.6,"temperature",17.1429370629371
2023-04-07,2,"temperature",15.5748263888889
2023-04-07,3,"temperature",11.8323413888889
2023-04-07,4,"temperature",9.320474
2023-04-07,5,"temperature",8.18187202777778
2023-04-07,6,"temperature",8.16576009027778
2023-04-07,7,"temperature",8.16970129861111
2023-04-07,8,"temperature",8.1483525
2023-04-07,9,"temperature",8.12541625
2023-04-08,0.1,"temperature",14.3512603472222
2023-04-08,1,"temperature",14.2584871527778
2023-04-08,1.6,"temperature",14.4402847222222
2023-04-08,2,"temperature",14.23302625
2023-04-08,3,"temperature",11.8703465277778
2023-04-08,4,"temperature",9.16172325
2023-04-08,5,"temperature",8.22047194444444
2023-04-08,6,"temperature",8.21688020833333
2023-04-08,7,"temperature",8.22084721527778
2023-04-08,8,"temperature",8.19977696527778
2023-04-08,9,"temperature",8.17774898611111
2023-04-09,0.1,"temperature",14.2507233333333
2023-04-09,1,"temperature",13.7838052083333
2023-04-09,1.6,"temperature",13.6774652777778
2023-04-09,2,"temperature",13.2846205555556
2023-04-09,3,"temperature",11.9209902777778
2023-04-09,4,"temperature",9.413692125
2023-04-09,5,"temperature",8.26286888888889
2023-04-09,6,"temperature",8.26340824305556
2023-04-09,7,"temperature",8.26650047916667
2023-04-09,8,"temperature",8.24545985416667
2023-04-09,9,"temperature",8.22250940972222
2023-04-10,0.1,"temperature",13.8625927083333
2023-04-10,1,"temperature",13.6150354861111
2023-04-10,1.6,"temperature",13.4388541666667
2023-04-10,2,"temperature",13.4055553472222
2023-04-10,3,"temperature",12.2543833333333
2023-04-10,4,"temperature",9.30028749305556
2023-04-10,5,"temperature",8.32475936111111
2023-04-10,6,"temperature",8.32124989583333
2023-04-10,7,"temperature",8.32311480555556
2023-04-10,8,"temperature",8.30151745833333
2023-04-10,9,"temperature",8.27967136805556
2023-04-11,0.1,"temperature",14.5003979861111
2023-04-11,1,"temperature",14.1391447222222
2023-04-11,1.6,"temperature",13.9407430555556
2023-04-11,2,"temperature",13.7494879861111
2023-04-11,3,"temperature",12.2498822916667
2023-04-11,4,"temperature",9.62520760416667
2023-04-11,5,"temperature",8.42641368055556
2023-04-11,6,"temperature",8.378947125
2023-04-11,7,"temperature",8.38108629166667
2023-04-11,8,"temperature",8.35919486805556
2023-04-11,9,"temperature",8.33663897916667
2023-04-12,0.1,"temperature",15.5843697916667
2023-04-12,1,"temperature",14.9554848611111
2023-04-12,1.6,"temperature",14.5916944444444
2023-04-12,2,"temperature",14.2203761805556
2023-04-12,3,"temperature",12.3835265277778
2023-04-12,4,"temperature",9.63372093055556
2023-04-12,5,"temperature",8.48757934722222
2023-04-12,6,"temperature",8.44386502777778
2023-04-12,7,"temperature",8.44409900694444
2023-04-12,8,"temperature",8.42202567361111
2023-04-12,9,"temperature",8.39963975694444
2023-04-13,0.1,"temperature",16.4051652083333
2023-04-13,1,"temperature",15.788715
2023-04-13,1.6,"temperature",15.4917361111111
2023-04-13,2,"temperature",14.2982652083333
2023-04-13,3,"temperature",12.4849070138889
2023-04-13,4,"temperature",9.83373990972222
2023-04-13,5,"temperature",8.53942465972222
2023-04-13,6,"temperature",8.50691326388889
2023-04-13,7,"temperature",8.50968595833333
2023-04-13,8,"temperature",8.48888460416667
2023-04-13,9,"temperature",8.46638810416667
2023-04-14,0.1,"temperature",17.0211202083333
2023-04-14,1,"temperature",16.478390625
2023-04-14,1.6,"temperature",16.2642222222222
2023-04-14,2,"temperature",14.4768709027778
2023-04-14,3,"temperature",12.6879752083333
2023-04-14,4,"temperature",9.87359955555556
2023-04-14,5,"temperature",8.58656627777778
2023-04-14,6,"temperature",8.56408204861111
2023-04-14,7,"temperature",8.56725658333333
2023-04-14,8,"temperature",8.54639266666667
2023-04-14,9,"temperature",8.52358645833333
2023-04-15,0.1,"temperature",18.2685107638889
2023-04-15,1,"temperature",17.3010259722222
2023-04-15,1.6,"temperature",16.5838472222222
2023-04-15,2,"temperature",14.7431452777778
2023-04-15,3,"temperature",12.7551957638889
2023-04-15,4,"temperature",9.92317453472222
2023-04-15,5,"temperature",8.64431806944445
2023-04-15,6,"temperature",8.61857418055556
2023-04-15,7,"temperature",8.62204656944444
2023-04-15,8,"temperature",8.60142192361111
2023-04-15,9,"temperature",8.57903380555556
2023-04-16,0.1,"temperature",18.2183629861111
2023-04-16,1,"temperature",17.5999993055556
2023-04-16,1.6,"temperature",16.892020979021
2023-04-16,2,"temperature",15.0028420833333
2023-04-16,3,"temperature",12.806456875
2023-04-16,4,"temperature",10.0556269097222
2023-04-16,5,"temperature",8.67771232638889
2023-04-16,6,"temperature",8.67085605555556
2023-04-16,7,"temperature",8.674338
2023-04-16,8,"temperature",8.65441956944444
2023-04-16,9,"temperature",8.63235664583333
2023-04-17,0.1,"temperature",16.9949956944444
2023-04-17,1,"temperature",16.7699536111111
2023-04-17,1.6,"temperature",16.8944444444444
2023-04-17,2,"temperature",15.378834375
2023-04-17,3,"temperature",12.8736197916667
2023-04-17,4,"temperature",10.030040125
2023-04-17,5,"temperature",8.73662867361111
2023-04-17,6,"temperature",8.72088030555556
2023-04-17,7,"temperature",8.72396091666667
2023-04-17,8,"temperature",8.70396825
2023-04-17,9,"temperature",8.68234168055556
2023-04-18,0.1,"temperature",16.089909057971
2023-04-18,1,"temperature",15.8986181884058
2023-04-18,1.6,"temperature",15.9383333333333
2023-04-18,2,"temperature",15.6513162318841
2023-04-18,3,"temperature",13.2044597101449
2023-04-18,4,"temperature",10.1620857898551
2023-04-18,5,"temperature",8.78033144927536
2023-04-18,6,"temperature",8.76909056521739
2023-04-18,7,"temperature",8.77236450724638
2023-04-18,8,"temperature",8.75178596376812
2023-04-18,9,"temperature",8.73019053623188
2023-04-19,0.1,"temperature",16.9697142361111
2023-04-19,1,"temperature",16.5221930555556
2023-04-19,1.6,"temperature",16.0318263888889
2023-04-19,2,"temperature",15.8698503472222
2023-04-19,3,"temperature",13.3509277777778
2023-04-19,4,"temperature",10.4367279166667
2023-04-19,5,"temperature",8.86256664583333
2023-04-19,6,"temperature",8.81461421527778
2023-04-19,7,"temperature",8.81755525
2023-04-19,8,"temperature",8.7967054375
2023-04-19,9,"temperature",8.7751186875
2023-04-20,0.1,"temperature",18.484725625
2023-04-20,1,"temperature",17.7332685416667
2023-04-20,1.6,"temperature",16.9932986111111
2023-04-20,2,"temperature",16.33794
2023-04-20,3,"temperature",13.5949263888889
2023-04-20,4,"temperature",10.4331917430556
2023-04-20,5,"temperature",8.91294969444444
2023-04-20,6,"temperature",8.86237695833333
2023-04-20,7,"temperature",8.863689625
2023-04-20,8,"temperature",8.84291781944444
2023-04-20,9,"temperature",8.82109427777778
2023-04-21,0.1,"temperature",18.7331938194444
2023-04-21,1,"temperature",18.2618161111111
2023-04-21,1.6,"temperature",17.7162569444444
2023-04-21,2,"temperature",16.3753942361111
2023-04-21,3,"temperature",13.6949879861111
2023-04-21,4,"temperature",10.5405528263889
2023-04-21,5,"temperature",8.9359105625
2023-04-21,6,"temperature",8.90413770833333
2023-04-21,7,"temperature",8.90816432638889
2023-04-21,8,"temperature",8.88866588194444
2023-04-21,9,"temperature",8.86764795138889
2023-04-22,0.1,"temperature",18.3053852777778
2023-04-22,1,"temperature",18.2283365972222
2023-04-22,1.6,"temperature",18.0562097902098
2023-04-22,2,"temperature",17.1798396527778
2023-04-22,3,"temperature",13.8322338888889
2023-04-22,4,"temperature",10.5946412986111
2023-04-22,5,"temperature",8.95947165277778
2023-04-22,6,"temperature",8.94442330555555
2023-04-22,7,"temperature",8.9494906875
2023-04-22,8,"temperature",8.9299360625
2023-04-22,9,"temperature",8.9088048125
2023-04-23,0.1,"temperature",17.38567125
2023-04-23,1,"temperature",17.2455813194444
2023-04-23,1.6,"temperature",17.4100347222222
2023-04-23,2,"temperature",17.0260117361111
2023-04-23,3,"temperature",14.2328608333333
2023-04-23,4,"temperature",10.5621850486111
2023-04-23,5,"temperature",8.9785554375
2023-04-23,6,"temperature",8.97826703472222
2023-04-23,7,"temperature",8.98290799305556
2023-04-23,8,"temperature",8.96381806944444
2023-04-23,9,"temperature",8.94304315277778
2023-04-24,0.1,"temperature",16.9290444285714
2023-04-24,1,"temperature",16.5904086428571
2023-04-24,1.6,"temperature",16.6278741258741
2023-04-24,2,"temperature",16.381522
2023-04-24,3,"temperature",14.3239803571429
2023-04-24,4,"temperature",10.6625775071429
2023-04-24,5,"temperature",9.03602573571429
2023-04-24,6,"temperature",9.01798637142857
2023-04-24,7,"temperature",9.02185511428571
2023-04-24,8,"temperature",9.00191581428571
2023-04-24,9,"temperature",8.98091403571429
2023-04-25,0.1,"temperature",16.1437269444444
2023-04-25,1,"temperature",15.9891633333333
2023-04-25,1.6,"temperature",16.2099444444444
2023-04-25,2,"temperature",15.9185979166667
2023-04-25,3,"temperature",14.298270625
2023-04-25,4,"temperature",10.7462959791667
2023-04-25,5,"temperature",9.0641290625
2023-04-25,6,"temperature",9.05608939583333
2023-04-25,7,"temperature",9.06039448611111
2023-04-25,8,"temperature",9.04087045833333
2023-04-25,9,"temperature",9.01996718055556
2023-04-26,0.1,"temperature",15.6780846527778
2023-04-26,1,"temperature",15.4956967361111
2023-04-26,1.6,"temperature",15.6092291666667
2023-04-26,2,"temperature",15.4660084722222
2023-04-26,3,"temperature",14.6683740972222
2023-04-26,4,"temperature",10.7615575
2023-04-26,5,"temperature",9.08507308333333
2023-04-26,6,"temperature",9.08866967361111
2023-04-26,7,"temperature",9.09389581944444
2023-04-26,8,"temperature",9.07518175
2023-04-26,9,"temperature",9.05467290277778
2023-04-27,0.1,"temperature",15.6129715972222
2023-04-27,1,"temperature",15.3983196527778
2023-04-27,1.6,"temperature",15.4039652777778
2023-04-27,2,"temperature",15.3141717361111
2023-04-27,3,"temperature",14.6482347916667
2023-04-27,4,"temperature",10.8478643055556
2023-04-27,5,"temperature",9.11542896527778
2023-04-27,6,"temperature",9.11907319444444
2023-04-27,7,"temperature",9.12422391666667
2023-04-27,8,"temperature",9.10553318055556
2023-04-27,9,"temperature",9.084602125
2023-04-28,0.1,"temperature",15.762784375
2023-04-28,1,"temperature",15.565569375
2023-04-28,1.6,"temperature",15.5491388888889
2023-04-28,2,"temperature",15.2036429861111
2023-04-28,3,"temperature",14.3349752083333
2023-04-28,4,"temperature",10.8758819583333
2023-04-28,5,"temperature",9.14807489583333
2023-04-28,6,"temperature",9.14680456944444
2023-04-28,7,"temperature",9.1530661875
2023-04-28,8,"temperature",9.13427588194444
2023-04-28,9,"temperature",9.11321940277778
2023-04-29,0.1,"temperature",16.4137734027778
2023-04-29,1,"temperature",15.7483034722222
2023-04-29,1.6,"temperature",15.2318041958042
2023-04-29,2,"temperature",14.9386834722222
